date,Book genres,Bestsellers,Classic novels,Mystery books,Children's books,Used books,Graphic novels_x,Young adult,Historical fiction,Romance novels_x,Hardcover books,Paperback,Book club,Sci-fi novels,Fantasy series,Educational books,Biographies,Self-help books,Cookbooks,Travel guides,Bookmarks,Poetry,Audiobooks,Signed copies,Local authors,Book events,Reading glasses,Coffee table books,Independent publishers,Literature,Book recommendations,Memoirs,Stationery,Journals,Writing supplies,Bookcases_x,Book tote bags,Literary gifts,Book bundles,New releases,Gift cards,Book trivia,Book fairs,Book-related gifts,Banned books,Comics,Rare books,Antique books,Non-fiction,Romance series,Historical romance,Book series,Puzzle books,DIY books,Language books,Classic literature,Book sleeves,Teacher resources,Child development books,Collector\'92s edition,Pocket books,Book lights,Author events,Local history,Graphic novels_y,Reading nooks,Holiday books,eBooks,Book boxes,Religious texts,DIY notebooks,Bookish clothes,Hardcover series,Book end sets,Comic books,Writing journals,Quote mugs,Bible study,Online bookshop,Literary posters,Book earrings,Magazine rack,Pop culture books,Academic books,Leather journals,Signed books,Audio storybooks,Study guides,Crime novels,Collectible books,Bookstore cafe,Writing pens,Bookcases_y,Bookstore gifts,Romance novels_y,Illustrated classics,Bookish jewelry,Book clubs
2019-12-29,0.03,0.44928,0.6396,0.21,0.34,0.46,0.14,0.53,0.18,0.2,0.05,0.32,1.3043478260869565,0.0,0.12,0.2733714285714286,0.11,0.0,0.34,0.03,0.6836734693877551,1.56,0.5876288659793815,0.0,0.0,0.11,0.52,0.04,0.07487999999999999,1.3181818181818181,0.12,0.21,0.46,0.59,0.0,0.19,0.0,0.0,0.09235199999999999,1.5873015873015872,13.12253296380281,0.26208,0.1468235294117647,0.0,0.06060606060606061,6.083333333333333,0.8860799999999999,0.520904347826087,0.40843636363636365,0.09,0.8632,1.945945945945946,0.04,0.33641739130434783,0.07,0.45759999999999995,0.10277647058823529,0.03,0.07779740259740259,0.0,0.5754666666666666,0.07,0.01,0.03,0.14,0.0,0.04,0.54,0.52416,0.0,0.0,0.0,0.1649142857142857,0.0,0.31,0.18408,0.0,1.3333333333333333,0.0,0.0,0.144,0.6774857142857142,0.0,0.2258285714285714,0.18284651162790697,0.2852571428571428,0.0,0.6466909090909091,0.2669333333333333,0.0,0.2722909090909091,0.4602,0.19,0.07882105263157894,0.2,0.15661176470588234,0.0,0.12
2020-01-05,0.05,0.4992,0.6317999999999999,0.22,0.48,0.51,0.16,0.52,0.26,0.18,0.05,0.34,1.826086956521739,0.0,0.09,0.41005714285714284,0.17,0.0,0.27,0.04,0.8367346938775511,2.84,0.5979381443298969,0.10277647058823529,0.09643636363636363,0.16,0.53,0.05,0.09290666666666667,3.0454545454545454,0.1,0.28,0.47,0.67,0.11699999999999999,0.17,0.0,0.0,0.07238399999999999,1.0793650793650793,9.185773074661967,0.32448,0.20555294117647058,0.0,0.09090909090909091,5.666666666666667,0.97344,0.45579130434782605,0.8849454545454545,0.06,0.7487999999999999,1.7297297297297298,0.05,0.4340869565217391,0.1,0.5824,0.09054117647058822,0.07,0.0,0.0,0.39519999999999994,0.06,0.03,0.05,0.16,0.0,0.03,0.65,0.6614399999999999,0.10919999999999999,0.0,0.0,0.09359999999999999,0.0,0.29,0.23399999999999999,0.0,1.631578947368421,0.0,0.0,0.1344,0.6774857142857142,0.0,0.30308571428571424,0.16253023255813953,0.2941714285714286,0.0,1.0324363636363636,0.2877333333333333,0.0,0.32334545454545455,0.5538,0.17,0.0919578947368421,0.18,0.17863529411764706,0.0,0.17
2020-01-12,0.05,0.5408,0.6941999999999999,0.2,0.53,0.5,0.17,0.49,0.24,0.18,0.05,0.37,1.7826086956521738,0.0,0.1,0.3625142857142857,0.15,0.0,0.23,0.03,0.8571428571428571,2.84,0.5360824742268041,0.0,0.0,0.17,0.52,0.04,0.07210666666666665,3.3636363636363638,0.1,0.26,0.47,0.66,0.0962,0.15,0.10335,0.0624,0.069888,1.1746031746031746,7.873519778281685,0.26208,0.2349176470588235,0.0,0.09090909090909091,6.416666666666667,0.91104,0.4992,0.7828363636363636,0.06,0.6448,1.7027027027027026,0.04,0.38525217391304345,0.1,0.6136,0.0,0.06,0.07293506493506492,0.0,0.3605333333333333,0.06,0.04,0.05,0.17,0.0,0.02,0.66,0.624,0.1768,0.0,0.0,0.09805714285714286,0.0,0.32,0.16848,0.0,1.7543859649122806,0.0,0.0,0.1056,0.7042285714285714,0.06441290322580645,0.32685714285714285,0.08416744186046511,0.2852571428571428,0.0,1.0891636363636363,0.20106666666666667,0.08263783783783783,0.30065454545454545,0.5459999999999999,0.15,0.10509473684210525,0.18,0.1492705882352941,0.0,0.16
2020-01-19,0.04,0.44928,0.5616,0.2,0.53,0.5,0.14,0.49,0.21,0.17,0.04,0.37,1.826086956521739,0.0,0.1,0.29714285714285715,0.16,0.07765333333333332,0.22,0.05,0.9591836734693877,2.64,0.5773195876288659,0.08222117647058823,0.06523636363636363,0.17,0.55,0.05,0.09568,3.227272727272727,0.09,0.27,0.44,0.68,0.09879999999999999,0.16,0.0,0.0,0.0,1.2222222222222223,6.561266481901405,0.35568,0.28630588235294113,0.0,0.09090909090909091,5.833333333333333,0.9359999999999999,0.5046260869565218,0.5672727272727273,0.07,0.624,1.6486486486486487,0.04,0.3092869565217391,0.09,0.6032,0.07096470588235293,0.06,0.0,0.0,0.39519999999999994,0.06,0.04,0.05,0.14,0.101088,0.03,0.67,0.6364799999999999,0.1612,0.0,0.0,0.1470857142857143,0.0,0.31,0.24648,0.0,1.4035087719298245,0.0,0.0,0.12,0.6774857142857142,0.0,0.30902857142857143,0.2205767441860465,0.2496,0.0,0.9416727272727273,0.3466666666666666,0.09275675675675675,0.3063272727272727,0.4758,0.16,0.11166315789473684,0.17,0.17129411764705882,0.0,0.14
2020-01-26,0.03,0.48256,0.5304,0.19,0.57,0.42,0.15,0.48,0.22,0.15,0.04,0.3,1.826086956521739,0.0,0.09,0.34468571428571426,0.16,0.0,0.19,0.04,0.8061224489795918,2.84,0.5360824742268041,0.0,0.11061818181818181,0.17,0.49,0.04,0.08181333333333334,3.227272727272727,0.09,0.27,0.41,0.73,0.11439999999999999,0.14,0.0,0.0,0.094848,1.0317460317460319,6.561266481901405,0.28703999999999996,0.2349176470588235,0.0,0.09090909090909091,5.75,0.92352,0.41238260869565213,0.7034181818181818,0.07,0.5304,1.6486486486486487,0.05,0.352695652173913,0.11,0.4784,0.07585882352941176,0.07,0.09886753246753247,0.0,0.45759999999999995,0.05,0.05,0.06,0.15,0.0,0.02,0.59,0.58656,0.1508,0.0,0.0,0.1426285714285714,0.069888,0.33,0.20904,0.0,1.1403508771929824,0.0,0.0,0.1392,0.5437714285714285,0.06172903225806452,0.2852571428571428,0.13931162790697674,0.23177142857142857,0.0,0.8849454545454545,0.2392,0.06914594594594595,0.3063272727272727,0.4758,0.14,0.13136842105263158,0.15,0.1688470588235294,0.0,0.14
2020-02-02,0.03,0.48256,0.6474,0.2,0.54,0.4,0.16,0.46,0.22,0.16,0.04,0.29,1.565217391304348,0.0,0.1,0.30902857142857143,0.15,0.0,0.17,0.03,0.7857142857142857,2.92,0.5051546391752577,0.07047529411764705,0.10778181818181817,0.16,0.49,0.04,0.0,3.227272727272727,0.07,0.24,0.42,0.74,0.09879999999999999,0.14,0.0,0.0,0.077376,1.1111111111111112,6.561266481901405,0.26208,0.2569411764705882,0.0,0.09090909090909091,5.666666666666667,0.8860799999999999,0.4286608695652174,0.6580363636363635,0.06,0.6136,1.5405405405405406,0.04,0.3472695652173913,0.1,0.52,0.11011764705882351,0.08,0.10535064935064933,0.0,0.37439999999999996,0.05,0.04,0.07,0.16,0.0,0.02,0.6,0.5990399999999999,0.1248,0.0,0.0,0.15154285714285712,0.0,0.31,0.16224,0.0,1.1754385964912282,0.0,0.0,0.144,0.6329142857142857,0.09125161290322581,0.26148571428571427,0.09287441860465116,0.3209142857142857,0.0,0.9870545454545454,0.14906666666666665,0.0,0.2269090909090909,0.5538,0.14,0.08538947368421053,0.16,0.11990588235294117,0.0,0.15
2020-02-09,0.04,0.4992,0.5694,0.19,0.53,0.4,0.17,0.49,0.21,0.17,0.04,0.29,1.565217391304348,0.0,0.09,0.3803428571428571,0.17,0.06933333333333333,0.2,0.03,0.826530612244898,3.0,0.5154639175257731,0.0,0.13047272727272727,0.18,0.46,0.04,0.07349333333333333,3.227272727272727,0.08,0.28,0.41,0.66,0.09359999999999999,0.14,0.0,0.0,0.0,1.253968253968254,7.873519778281685,0.32448,0.3376941176470588,0.0,0.09090909090909091,5.75,0.8735999999999999,0.48292173913043474,0.6126545454545455,0.07,0.6968,1.5405405405405406,0.04,0.29843478260869566,0.11,0.5304,0.06607058823529412,0.06,0.0,0.0,0.37439999999999996,0.05,0.04,0.06,0.17,0.0,0.02,0.56,0.54912,0.1664,0.0,0.0,0.08022857142857143,0.0,0.33,0.23088,0.0,1.1754385964912282,0.0,0.0,0.12,0.6774857142857142,0.0,0.2496,0.12189767441860463,0.2941714285714286,0.0,0.9530181818181818,0.1768,0.0860108108108108,0.3063272727272727,0.45239999999999997,0.14,0.13793684210526316,0.17,0.1443764705882353,0.0,0.14
2020-02-16,0.04,0.39936,0.5304,0.21,0.54,0.43,0.16,0.49,0.21,0.17,0.04,0.3,1.434782608695652,0.0,0.1,0.36845714285714287,0.15,0.06933333333333333,0.18,0.04,0.7346938775510204,2.84,0.5360824742268041,0.0,0.0,0.17,0.51,0.04,0.07765333333333332,3.1363636363636362,0.08,0.26,0.4,0.78,0.065,0.16,0.0,0.0,0.0,1.0793650793650793,6.561266481901405,0.3432,0.28630588235294113,0.0,0.09090909090909091,5.833333333333333,0.84864,0.4883478260869565,0.6693818181818181,0.06,0.676,1.6486486486486487,0.05,0.35812173913043477,0.1,0.6032,0.07585882352941176,0.06,0.07455584415584415,0.0,0.5061333333333333,0.06,0.04,0.05,0.16,0.06739200000000001,0.02,0.55,0.5616,0.1612,0.0,0.0,0.08914285714285713,0.0,0.34,0.27768,0.0,1.280701754385965,0.0,0.0,0.15839999999999999,0.6418285714285714,0.0,0.2793142857142857,0.07836279069767442,0.30308571428571424,0.0,0.9530181818181818,0.19066666666666665,0.09781621621621621,0.2666181818181818,0.40559999999999996,0.16,0.0,0.17,0.13458823529411765,0.0,0.12
2020-02-23,0.04,0.4908799999999999,0.5616,0.19,0.58,0.41,0.16,0.48,0.2,0.15,0.04,0.3,1.608695652173913,0.0,0.09,0.416,0.15,0.0,0.18,0.02,0.6938775510204082,2.92,0.5154639175257731,0.0,0.0,0.19,0.47,0.04,0.07210666666666665,3.409090909090909,0.07,0.27,0.4,0.71,0.10139999999999999,0.13,0.0,0.0,0.0,1.0952380952380953,6.561266481901405,0.27456,0.3817411764705882,0.0,0.09090909090909091,6.333333333333333,0.9609599999999999,0.3635478260869565,0.6807272727272726,0.05,0.7072,1.4864864864864864,0.04,0.38525217391304345,0.11,0.5616,0.11990588235294117,0.08,0.06645194805194804,0.0,0.4437333333333333,0.06,0.05,0.07,0.16,0.0,0.02,0.57,0.6364799999999999,0.11439999999999999,0.0,0.0,0.10251428571428571,0.0,0.31,0.24648,0.0,1.2280701754385965,0.0,0.0,0.11039999999999998,0.6774857142857142,0.08588387096774194,0.208,0.09867906976744185,0.2852571428571428,0.0,0.8735999999999999,0.22879999999999998,0.07926486486486485,0.2779636363636363,0.429,0.13,0.10509473684210525,0.15,0.1492705882352941,0.0,0.12
2020-03-01,0.04,0.43263999999999997,0.5147999999999999,0.18,0.56,0.38,0.17,0.48,0.22,0.15,0.04,0.29,1.565217391304348,0.0,0.09,0.3506285714285714,0.15,0.08042666666666667,0.16,0.03,0.7653061224489796,2.92,0.4639175257731959,0.0,0.05956363636363636,0.18,0.45,0.03,0.0,3.1818181818181817,0.08,0.25,0.38,0.65,0.091,0.13,0.0702,0.0,0.0,1.0952380952380953,5.2490131855211235,0.31823999999999997,0.38908235294117643,0.0,0.09090909090909091,5.666666666666667,0.86112,0.33641739130434783,0.771490909090909,0.05,0.5928,1.4864864864864864,0.04,0.3472695652173913,0.09,0.5616,0.11745882352941175,0.06,0.08265974025974025,0.0,0.45759999999999995,0.05,0.05,0.06,0.17,0.0,0.02,0.53,0.624,0.0728,0.0,0.0,0.10697142857142856,0.0,0.31,0.18095999999999998,0.0,1.105263157894737,0.0,0.0,0.1488,0.6774857142857142,0.07917419354838709,0.26148571428571427,0.09577674418604651,0.25851428571428575,0.0,0.9076363636363636,0.19066666666666665,0.11468108108108108,0.23258181818181817,0.37439999999999996,0.13,0.09852631578947368,0.15,0.18842352941176468,0.0,0.14
