date,Book genres,Bestsellers,Classic novels,Mystery books,Children's books,Used books,Graphic novels_x,Young adult,Historical fiction,Romance novels_x,Hardcover books,Paperback,Book club,Sci-fi novels,Fantasy series,Educational books,Biographies,Self-help books,Cookbooks,Travel guides,Bookmarks,Poetry,Audiobooks,Signed copies,Local authors,Book events,Reading glasses,Coffee table books,Independent publishers,Literature,Book recommendations,Memoirs,Stationery,Journals,Writing supplies,Bookcases_x,Book tote bags,Literary gifts,Book bundles,New releases,Gift cards,Book trivia,Book fairs,Book-related gifts,Banned books,Comics,Rare books,Antique books,Non-fiction,Romance series,Historical romance,Book series,Puzzle books,DIY books,Language books,Classic literature,Book sleeves,Teacher resources,Child development books,Collector\'92s edition,Pocket books,Book lights,Author events,Local history,Graphic novels_y,Reading nooks,Holiday books,eBooks,Book boxes,Religious texts,DIY notebooks,Bookish clothes,Hardcover series,Book end sets,Comic books,Writing journals,Quote mugs,Bible study,Online bookshop,Literary posters,Book earrings,Magazine rack,Pop culture books,Academic books,Leather journals,Signed books,Audio storybooks,Study guides,Crime novels,Collectible books,Bookstore cafe,Writing pens,Bookcases_y,Bookstore gifts,Romance novels_y,Illustrated classics,Bookish jewelry,Book clubs
2020-03-08,0.03,0.34112,0.5226,0.2,0.47,0.37,0.14,0.48,0.19,0.14,0.03,0.29,1.3043478260869565,0.0,0.09,0.30308571428571424,0.13,0.0,0.15,0.03,0.7551020408163265,2.52,0.4742268041237113,0.0,0.0,0.16,0.38,0.04,0.0,2.772727272727273,0.08,0.22,0.32,0.61,0.0754,0.12,0.0,0.0,0.0,1.1746031746031746,5.2490131855211235,0.30576000000000003,0.34503529411764705,0.0,0.06060606060606061,5.75,0.79872,0.3472695652173913,0.6580363636363635,0.05,0.52,1.4054054054054055,0.04,0.2821565217391304,0.08,0.4472,0.11011764705882351,0.07,0.09076363636363637,0.0,0.3466666666666666,0.05,0.05,0.06,0.14,0.0,0.02,0.63,0.5116799999999999,0.10919999999999999,0.0,0.0,0.0,0.0,0.33,0.11855999999999998,0.0,1.0175438596491229,0.0,0.0,0.1392,0.4724571428571428,0.06172903225806452,0.24365714285714285,0.10448372093023256,0.20502857142857142,0.0,0.8282181818181819,0.21493333333333334,0.06071351351351351,0.21556363636363635,0.4134,0.12,0.0,0.14,0.10767058823529412,0.0,0.1
2020-03-15,0.04,0.43263999999999997,0.4992,0.23,0.49,0.32,0.13,0.5,0.2,0.18,0.03,0.29,1.173913043478261,0.0,0.1,0.5764571428571428,0.12,0.06378666666666666,0.15,0.03,0.7551020408163265,1.92,0.5360824742268041,0.0,0.0,0.11,0.31,0.02,0.0,2.1818181818181817,0.1,0.25,0.27,0.56,0.0676,0.11,0.0,0.0,0.0,1.4126984126984128,5.2490131855211235,0.18719999999999998,0.11011764705882351,0.0,0.030303030303030304,5.75,0.52416,0.13565217391304346,0.6920727272727273,0.07,0.676,1.4324324324324325,0.06,0.33641739130434783,0.09,0.43679999999999997,0.07585882352941176,0.09,0.06158961038961039,0.0,0.30506666666666665,0.04,0.02,0.04,0.13,0.0,0.01,0.85,0.43679999999999997,0.13,0.0,0.0,0.0624,0.0,0.28,0.23088,0.0,1.0,0.0,0.0,0.0672,0.41005714285714284,0.0,0.1248,0.1248,0.15154285714285712,0.0,0.5899636363636364,0.208,0.06745945945945946,0.13614545454545454,0.2496,0.11,0.0,0.18,0.17374117647058823,0.0,0.09
2020-03-22,0.05,0.44928,0.6006,0.21,0.61,0.35,0.14,0.54,0.22,0.2,0.04,0.38,1.2608695652173914,0.0,0.09,0.5645714285714285,0.12,0.06933333333333333,0.17,0.02,0.7551020408163265,2.32,0.5979381443298969,0.0,0.0,0.11,0.31,0.04,0.07626666666666666,2.4545454545454546,0.12,0.25,0.31,0.56,0.09359999999999999,0.12,0.0,0.0,0.10233599999999998,1.3333333333333333,5.2490131855211235,0.24336,0.0,0.0,0.030303030303030304,5.916666666666667,0.54912,0.29843478260869566,0.6353454545454545,0.08,0.7591999999999999,1.6486486486486487,0.08,0.4069565217391304,0.09,0.5824,0.05872941176470588,0.09,0.07617662337662337,0.0,0.312,0.05,0.04,0.05,0.14,0.0,0.02,0.97,0.52416,0.11439999999999999,0.0,0.0,0.10697142857142856,0.0,0.33,0.21839999999999998,0.0,1.280701754385965,0.06656,0.0,0.07680000000000001,0.43679999999999997,0.0,0.1961142857142857,0.1073860465116279,0.16937142857142856,0.0,0.6807272727272726,0.19413333333333332,0.05734054054054054,0.1248,0.2808,0.12,0.0,0.2,0.13214117647058823,0.0,0.09
2020-03-29,0.05,0.44095999999999996,0.7565999999999999,0.22,0.55,0.39,0.19,0.55,0.24,0.19,0.05,0.36,1.5217391304347827,0.0,0.1,0.5408,0.14,0.10815999999999999,0.19,0.02,0.7755102040816326,2.8,0.5773195876288659,0.0,0.06523636363636363,0.13,0.37,0.05,0.0624,2.9545454545454546,0.11,0.27,0.34,0.67,0.0702,0.13,0.0,0.0,0.06739200000000001,1.2857142857142858,6.561266481901405,0.36816,0.0,0.0,0.06060606060606061,5.583333333333333,0.54912,0.29843478260869566,0.7941818181818181,0.07,0.832,1.7027027027027026,0.09,0.5154782608695652,0.1,0.5928,0.08564705882352941,0.09,0.07941818181818182,0.0,0.32586666666666664,0.06,0.05,0.05,0.19,0.064896,0.01,0.89,0.5616,0.1924,0.057408,0.0,0.1337142857142857,0.0,0.33,0.25583999999999996,0.0,1.2982456140350878,0.09651199999999999,0.0,0.0,0.5081142857142856,0.0,0.13074285714285713,0.11609302325581394,0.22285714285714286,0.0,0.6693818181818181,0.22533333333333333,0.06408648648648647,0.09076363636363637,0.2418,0.13,0.05254736842105263,0.19,0.1664,0.0,0.11
2020-04-05,0.05,0.44095999999999996,0.6317999999999999,0.24,0.57,0.39,0.17,0.57,0.24,0.19,0.05,0.38,1.5217391304347827,0.0,0.1,0.4516571428571428,0.13,0.06933333333333333,0.23,0.02,0.7857142857142857,2.72,0.5670103092783505,0.0,0.0,0.13,0.38,0.05,0.0,2.909090909090909,0.1,0.26,0.34,0.77,0.0962,0.13,0.0,0.0,0.13478400000000001,1.1746031746031746,6.561266481901405,0.39311999999999997,0.10277647058823529,0.0,0.06060606060606061,5.916666666666667,0.6864,0.29843478260869566,0.8168727272727273,0.08,0.8632,1.6756756756756757,0.09,0.44493913043478256,0.09,0.5824,0.07585882352941176,0.07,0.0713142857142857,0.0,0.2981333333333333,0.06,0.04,0.05,0.17,0.0,0.02,0.86,0.624,0.1664,0.0,0.0,0.1337142857142857,0.0,0.33,0.19344,0.0,1.3157894736842106,0.086528,0.0,0.1296,0.5437714285714285,0.0,0.17828571428571427,0.09287441860465116,0.18719999999999998,0.0,0.6466909090909091,0.21146666666666666,0.0,0.10210909090909091,0.2652,0.13,0.06568421052631579,0.19,0.12969411764705882,0.10233599999999998,0.1
2020-04-12,0.05,0.44928,0.6474,0.22,0.58,0.43,0.16,0.52,0.25,0.19,0.05,0.38,1.434782608695652,0.0,0.12,0.3803428571428571,0.14,0.16362666666666667,0.24,0.03,0.7244897959183674,2.88,0.5463917525773195,0.0,0.0,0.12,0.44,0.05,0.05962666666666667,2.727272727272727,0.1,0.28,0.38,0.73,0.1118,0.14,0.0,0.0,0.077376,1.1904761904761905,6.561266481901405,0.37439999999999996,0.1468235294117647,0.0,0.06060606060606061,5.666666666666667,0.6364799999999999,0.32556521739130434,0.8282181818181819,0.08,0.6968,1.7297297297297298,0.08,0.4883478260869565,0.1,0.5408,0.05383529411764706,0.06,0.07455584415584415,0.0,0.42293333333333333,0.05,0.04,0.05,0.16,0.0,0.02,0.73,0.8111999999999999,0.1196,0.0,0.0,0.1470857142857143,0.0,0.33,0.27143999999999996,0.0,1.3859649122807018,0.09817599999999999,0.0,0.1392,0.46354285714285715,0.0,0.26148571428571427,0.1248,0.2852571428571428,0.0,0.7487999999999999,0.23573333333333332,0.0,0.08509090909090908,0.30419999999999997,0.14,0.05254736842105263,0.19,0.12969411764705882,0.0,0.1
2020-04-19,0.05,0.416,0.6552,0.21,0.66,0.45,0.18,0.52,0.26,0.21,0.05,0.39,1.4782608695652173,0.0,0.11,0.416,0.16,0.07487999999999999,0.26,0.02,0.6836734693877551,3.24,0.5360824742268041,0.0,0.07658181818181818,0.13,0.45,0.06,0.08597333333333333,3.090909090909091,0.12,0.29,0.37,0.93,0.065,0.16,0.0,0.0,0.08736,1.0634920634920635,6.561266481901405,0.39311999999999997,0.11745882352941175,0.0,0.06060606060606061,5.5,0.67392,0.33099130434782603,0.8509090909090908,0.08,0.7903999999999999,1.7297297297297298,0.08,0.48292173913043474,0.11,0.6656,0.05383529411764706,0.06,0.0551064935064935,0.0,0.36746666666666666,0.06,0.04,0.06,0.18,0.0,0.02,0.77,0.83616,0.18719999999999998,0.0,0.0,0.156,0.0,0.33,0.19032,0.0,1.3333333333333333,0.053248000000000004,0.0,0.144,0.5616,0.05770322580645161,0.20205714285714285,0.1189953488372093,0.2941714285714286,0.0,0.6353454545454545,0.20106666666666667,0.05734054054054054,0.08509090909090908,0.38999999999999996,0.16,0.11823157894736841,0.21,0.1664,0.0,0.11
2020-04-26,0.05,0.42432,0.6083999999999999,0.22,0.67,0.48,0.17,0.52,0.26,0.19,0.05,0.42,1.5217391304347827,0.0,0.12,0.3922285714285714,0.14,0.06378666666666666,0.26,0.02,0.7244897959183674,3.08,0.5567010309278351,0.0719435294117647,0.10778181818181817,0.14,0.47,0.06,0.06517333333333333,3.1818181818181817,0.12,0.3,0.4,0.72,0.1352,0.16,0.0,0.0,0.10982399999999999,1.1428571428571428,7.873519778281685,0.44303999999999993,0.09543529411764705,0.0,0.09090909090909091,6.0,0.7862399999999999,0.28758260869565216,0.8509090909090908,0.09,0.6968,1.837837837837838,0.09,0.43951304347826087,0.11,0.6968,0.08075294117647058,0.07,0.08914285714285713,0.0,0.47146666666666665,0.06,0.05,0.06,0.17,0.0,0.02,0.77,0.84864,0.1716,0.0,0.0,0.10697142857142856,0.0,0.35,0.24023999999999998,0.0,1.263157894736842,0.0,0.0,0.1296,0.6774857142857142,0.0,0.23177142857142857,0.11609302325581394,0.3209142857142857,0.0,0.7601454545454545,0.208,0.09275675675675675,0.0,0.3276,0.16,0.26273684210526316,0.19,0.13948235294117647,0.0,0.11
2020-05-03,0.05,0.45759999999999995,0.624,0.24,0.59,0.47,0.16,0.53,0.26,0.21,0.07,0.43,1.4782608695652173,0.0,0.11,0.3506285714285714,0.13,0.0832,0.28,0.02,0.7448979591836735,2.8,0.5360824742268041,0.0,0.09643636363636363,0.13,0.48,0.05,0.0,3.0454545454545454,0.11,0.29,0.42,0.77,0.1378,0.17,0.0,0.0,0.08985599999999999,1.126984126984127,10.498026371042247,0.46799999999999997,0.13948235294117647,0.0,0.06060606060606061,6.083333333333333,0.6614399999999999,0.33641739130434783,0.8055272727272726,0.08,0.6656,1.7567567567567568,0.08,0.4340869565217391,0.1,0.5824,0.08075294117647058,0.08,0.0,0.0,0.40906666666666663,0.06,0.05,0.06,0.16,0.0,0.02,0.71,0.8735999999999999,0.18719999999999998,0.0,0.0,0.1470857142857143,0.0,0.35,0.24336,0.0,1.2280701754385965,0.101504,0.0,0.1344,0.7577142857142857,0.08051612903225806,0.3209142857142857,0.17704186046511627,0.41005714285714284,0.0,0.7601454545454545,0.20106666666666667,0.0,0.11912727272727272,0.4134,0.17,0.40724210526315785,0.21,0.19576470588235292,0.0,0.11
2020-05-10,0.05,0.46592,0.6006,0.23,0.55,0.49,0.17,0.51,0.23,0.2,0.06,0.42,1.3478260869565217,0.0,0.1,0.34468571428571426,0.15,0.10261333333333332,0.27,0.02,0.7653061224489796,2.4,0.5567010309278351,0.06460235294117647,0.13614545454545454,0.14,0.48,0.06,0.0624,3.090909090909091,0.11,0.29,0.43,0.69,0.1248,0.17,0.06045,0.0,0.114816,1.0634920634920635,7.873519778281685,0.34944,0.22757647058823527,0.0,0.09090909090909091,6.0,0.7238399999999999,0.3418434782608696,0.7147636363636364,0.08,0.8008,1.8108108108108107,0.07,0.5100521739130435,0.1,0.5304,0.09298823529411765,0.07,0.07293506493506492,0.0,0.4298666666666667,0.06,0.05,0.05,0.17,0.05990399999999999,0.02,0.66,0.76128,0.1716,0.0,0.0,0.1426285714285714,0.0,0.33,0.23711999999999997,0.0,1.1578947368421053,0.0,0.0,0.2496,0.6774857142857142,0.0,0.19017142857142855,0.1073860465116279,0.2941714285714286,0.0,0.9076363636363636,0.21493333333333334,0.06914594594594595,0.08509090909090908,0.4602,0.17,0.22332631578947368,0.2,0.16150588235294117,0.0,0.1
2020-05-17,0.05,0.4992,0.5928,0.23,0.5,0.47,0.17,0.45,0.22,0.18,0.06,0.41,1.173913043478261,0.0,0.11,0.43977142857142854,0.12,0.07765333333333332,0.25,0.02,0.7448979591836735,2.28,0.5257731958762887,0.06019764705882353,0.11912727272727272,0.12,0.46,0.06,0.0,2.227272727272727,0.12,0.28,0.4,0.65,0.12739999999999999,0.18,0.0,0.0,0.104832,0.9523809523809523,6.561266481901405,0.29951999999999995,0.10277647058823529,0.0,0.06060606060606061,6.333333333333333,0.69888,0.3906782608695652,0.7261090909090909,0.08,0.7591999999999999,1.8108108108108107,0.06,0.4612173913043478,0.1,0.52,0.08809411764705882,0.06,0.08752207792207792,0.0,0.40906666666666663,0.06,0.04,0.05,0.17,0.0,0.02,0.66,0.82368,0.1612,0.0,0.0,0.12034285714285714,0.0,0.36,0.21839999999999998,0.0,1.087719298245614,0.0,0.0,0.17279999999999998,0.6864,0.059045161290322584,0.24365714285714285,0.14511627906976746,0.3298285714285714,0.0,0.7147636363636364,0.21839999999999998,0.08938378378378378,0.1248,0.4446,0.18,0.17077894736842106,0.18,0.10767058823529412,0.0,0.09
2020-05-24,0.05,0.416,0.6083999999999999,0.23,0.48,0.47,0.17,0.46,0.19,0.19,0.06,0.41,1.2173913043478262,0.0,0.11,0.44571428571428573,0.13,0.08042666666666667,0.22,0.02,0.6428571428571429,1.84,0.4948453608247423,0.0,0.0,0.1,0.44,0.06,0.0,1.9545454545454546,0.09,0.38,0.39,0.62,0.0702,0.18,0.0,0.0,0.1248,0.9523809523809523,6.561266481901405,0.31823999999999997,0.09543529411764705,0.0,0.030303030303030304,6.666666666666667,0.69888,0.39610434782608694,0.5786181818181818,0.08,0.7176,1.7567567567567568,0.05,0.41238260869565213,0.09,0.5408,0.05872941176470588,0.06,0.06483116883116882,0.0,0.40213333333333334,0.05,0.03,0.04,0.17,0.07113599999999999,0.02,0.58,0.77376,0.09359999999999999,0.0,0.0,0.18274285714285712,0.0,0.34,0.18095999999999998,0.0,1.0,0.069888,0.0,0.17279999999999998,0.6864,0.059045161290322584,0.21988571428571427,0.0899720930232558,0.25851428571428575,0.0,0.5218909090909091,0.23226666666666665,0.07083243243243242,0.11912727272727272,0.30419999999999997,0.18,0.19705263157894737,0.19,0.1248,0.0,0.09
