date,Earrings,Bracelets,Necklaces,Rings,Gold jewelry,Silver jewelry,Diamond rings,Wedding bands,Engagement rings,Gemstone jewelry,Jewelry box,Hoop earrings_x,Pendants,Charm bracelets,Chain necklaces,Pearl earrings,Stud earrings,Birthstone rings,Anklets,Cuff bracelets,Statement rings,Fine jewelry,Layered necklaces,Brooches,Chokers,Eternity bands,Friendship bracelets,Locket necklaces,Promise rings,Sterling silver,Costume jewelry,Cocktail rings,Religious jewelry,Adjustable rings,Tennis bracelets,Gold bracelets,Pearl necklaces,Signet rings_x,Jewelry sets,Minimalist jewelry,Bar necklaces,Heart necklaces,Initial necklaces,Infinity rings,Gold chains,Kids jewelry,Love bracelets,Family rings,Bohemian jewelry,Beaded bracelets,Zodiac jewelry,Birthstone necklaces,Diamond bracelets,Stackable rings,Gemstone necklaces,Celestial jewelry,Leather bracelets,Name necklaces,Ring sets,Bar bracelets,Toggle bracelets,Bangle sets,Men\'92s bracelets,Charm rings,Hoop earrings_y,Beaded necklaces,Fashion rings,Love necklaces,Curb chains,Boho earrings,Coin necklaces,Tribal jewelry,Personalized rings,Hamsa necklaces,Gold earrings,Teardrop earrings,Wedding sets,Minimalist rings,Silver bracelets,Evil eye jewelry,Friendship rings,Filigree rings,Cufflinks,Infinity bracelets,Solitaire rings,Cross necklaces,Butterfly necklaces,Druzy earrings,Signet rings_y,Bolo bracelets,Layered earrings,Diamond studs,Personalized bracelets,Charm anklets
2019-12-29,18.371546149323933,2.875,1.0816326530612246,49.99060176686784,0.7837837837837838,0.37,0.8762886597938144,0.85,2.108108108108108,0.4298666666666667,0.59,0.6082474226804123,0.34,0.12,0.5081142857142856,0.20212765957446807,0.4,0.12,0.05,0.32842105263157895,0.15360000000000001,0.24,0.11232,0.92352,0.832,0.24622702702702703,0.14,0.0,0.4948453608247423,1.25,0.12,0.2634666666666667,0.1477894736842105,0.1456,0.208,0.16,0.21839999999999998,0.22648888888888888,0.06,0.1128,0.17413953488372091,0.3298285714285714,0.139776,0.2375225806451613,0.27,0.05,0.39104,0.03,0.09499701492537313,0.06,0.22879999999999998,0.159744,0.5158400000000001,0.06,0.0,0.0,0.7147636363636364,0.03,0.15,0.0,0.0,0.0,0.0,0.1468235294117647,0.6082474226804123,0.2167578947368421,0.03,0.104,0.07487999999999999,0.0,0.17095890410958903,0.12615652173913044,0.27896470588235295,0.0,0.7538461538461538,0.3875368421052631,0.22,0.14517551020408162,0.11,0.17828571428571427,0.2808,0.10164123711340206,0.2,0.0,0.7309714285714285,0.5087999999999999,0.0,0.09110399999999999,0.22648888888888888,0.0,0.0,0.08,0.038461538461538464,0.0
2020-01-05,15.74703955656337,2.375,1.0204081632653061,45.30398285122398,0.7162162162162162,0.34,0.7422680412371134,0.86,1.8918918918918919,0.4437333333333333,0.45,0.5567010309278351,0.31,0.12,0.5437714285714285,0.18085106382978725,0.36,0.11,0.06,0.39410526315789474,0.15360000000000001,0.21,0.17887999999999998,0.98592,0.7799999999999999,0.20912432432432432,0.12,0.0,0.3917525773195876,1.1346153846153846,0.12,0.19759999999999997,0.1740631578947368,0.19552,0.15253333333333333,0.15,0.2912,0.25884444444444443,0.06,0.1008,0.06965581395348837,0.27634285714285717,0.094848,0.21336774193548386,0.26,0.06,0.38272,0.04,0.09127164179104477,0.04,0.1768,0.14975999999999998,0.31616,0.06,0.09837176470588234,0.064896,0.6580363636363635,0.03,0.15,0.0,0.0,0.0,0.0,0.14315294117647057,0.5567010309278351,0.19048421052631578,0.03,0.1337142857142857,0.06739200000000001,0.0713142857142857,0.0,0.0,0.3009882352941176,0.0,0.6615384615384615,0.44008421052631574,0.21,0.07895510204081632,0.09,0.14857142857142858,0.1768,0.12222680412371133,0.19,0.0,0.5081142857142856,0.4512,0.0,0.0,0.25884444444444443,0.0,0.0,0.05,0.038461538461538464,0.0
2020-01-12,17.059292852943653,2.375,1.0204081632653061,43.74177654600936,0.7702702702702703,0.34,0.7216494845360825,0.81,1.7567567567567568,0.3813333333333333,0.42,0.5773195876288659,0.34,0.11,0.46354285714285715,0.18085106382978725,0.37,0.1,0.07,0.38096842105263157,0.1344,0.21,0.11232,0.79872,0.832,0.22598918918918917,0.12,0.0,0.4020618556701031,1.0769230769230769,0.13,0.14906666666666665,0.1740631578947368,0.11232,0.18719999999999998,0.14,0.2704,0.34204444444444443,0.06,0.0,0.06675348837209301,0.3209142857142857,0.18470399999999998,0.2415483870967742,0.23,0.06,0.36607999999999996,0.03,0.0,0.06,0.1664,0.189696,0.42432,0.06,0.0,0.0,0.6580363636363635,0.03,0.13,0.0,0.0,0.0,0.0,0.18352941176470589,0.5773195876288659,0.23646315789473682,0.03,0.11588571428571429,0.0,0.08914285714285713,0.0,0.0,0.18352941176470589,0.0,0.6923076923076923,0.3021473684210526,0.21,0.0713142857142857,0.08,0.1664,0.19759999999999997,0.06561649484536082,0.19,0.0,0.5170285714285715,0.4608,0.0,0.11855999999999998,0.34204444444444443,0.0,0.0,0.06,0.038461538461538464,0.0
2020-01-19,17.059292852943653,2.4375,1.0408163265306123,45.30398285122398,0.7027027027027027,0.34,0.7216494845360825,0.87,1.7297297297297298,0.36746666666666666,0.44,0.5463917525773195,0.33,0.11,0.4902857142857142,0.18085106382978725,0.34,0.11,0.05,0.37439999999999996,0.192,0.21,0.12896000000000002,0.8111999999999999,0.8008,0.1990054054054054,0.13,0.08222117647058823,0.4020618556701031,1.1346153846153846,0.12,0.16293333333333332,0.09852631578947368,0.17887999999999998,0.13866666666666666,0.16,0.26,0.09244444444444444,0.07,0.11039999999999998,0.08416744186046511,0.3387428571428571,0.18470399999999998,0.18921290322580644,0.23,0.06,0.30784,0.03,0.09872238805970149,0.05,0.1768,0.1248,0.35775999999999997,0.06,0.0,0.0,0.6353454545454545,0.04,0.13,0.07487999999999999,0.0,0.0,0.0,0.10277647058823529,0.5463917525773195,0.19048421052631578,0.03,0.12777142857142856,0.0,0.08914285714285713,0.0,0.08681739130434782,0.34503529411764705,0.0,0.6615384615384615,0.42694736842105263,0.21,0.11206530612244897,0.09,0.17234285714285713,0.156,0.06690309278350515,0.19,0.0,0.6953142857142857,0.4704,0.06732631578947368,0.11731199999999999,0.09244444444444444,0.0,0.0,0.06,0.038461538461538464,0.0
2020-01-26,15.74703955656337,2.25,0.9183673469387755,45.30398285122398,0.7027027027027027,0.32,0.711340206185567,0.77,1.5945945945945945,0.33973333333333333,0.38,0.5154639175257731,0.3,0.08,0.3833142857142857,0.1702127659574468,0.33,0.1,0.05,0.40724210526315785,0.25439999999999996,0.2,0.09984,0.86112,0.7176,0.18214054054054052,0.12,0.09543529411764705,0.3711340206185567,1.0961538461538463,0.12,0.19413333333333332,0.1839157894736842,0.13728,0.18719999999999998,0.13,0.312,0.2126222222222222,0.06,0.084,0.13640930232558138,0.35657142857142854,0.16972800000000002,0.25362580645161287,0.21,0.06,0.31616,0.04,0.09499701492537313,0.04,0.19759999999999997,0.139776,0.35775999999999997,0.05,0.061665882352941175,0.0,0.7034181818181818,0.04,0.13,0.0624,0.0,0.0,0.0,0.1504941176470588,0.5154639175257731,0.22332631578947368,0.03,0.12182857142857142,0.079872,0.07895510204081632,0.07522191780821917,0.0,0.2569411764705882,0.0,0.6615384615384615,0.39410526315789474,0.19,0.09168979591836734,0.09,0.16045714285714285,0.1352,0.0900618556701031,0.19,0.0,0.46354285714285715,0.39359999999999995,0.06568421052631579,0.121056,0.2126222222222222,0.0,0.07363199999999999,0.06,0.038461538461538464,0.0
2020-02-02,17.059292852943653,2.5625,1.0612244897959184,49.99060176686784,0.7567567567567568,0.32,0.7422680412371134,0.86,1.7567567567567568,0.40906666666666663,0.41,0.6082474226804123,0.34,0.11,0.42788571428571426,0.18085106382978725,0.37,0.12,0.06,0.3415578947368421,0.15839999999999999,0.2,0.14143999999999998,0.76128,0.8423999999999999,0.2833297297297297,0.12,0.07634823529411765,0.4329896907216495,1.1153846153846154,0.11,0.18373333333333333,0.17734736842105261,0.104,0.21493333333333334,0.16,0.2704,0.2912,0.07,0.12719999999999998,0.1015813953488372,0.5170285714285715,0.14476799999999998,0.20934193548387098,0.25,0.06,0.46592,0.04,0.0,0.05,0.19759999999999997,0.194688,0.42432,0.07,0.08075294117647058,0.0,0.7147636363636364,0.05,0.15,0.0,0.0,0.0,0.0,0.16517647058823529,0.6082474226804123,0.22332631578947368,0.04,0.17828571428571427,0.08860799999999999,0.12989387755102041,0.0,0.0,0.34503529411764705,0.0,0.676923076923077,0.40724210526315785,0.21,0.0,0.08,0.15451428571428572,0.1664,0.0,0.22,0.0,0.4992,0.4608,0.0,0.0,0.2912,0.0,0.0,0.07,0.038461538461538464,0.0
2020-02-09,18.371546149323933,2.8125,1.163265306122449,43.74177654600936,0.8513513513513513,0.38,0.8041237113402062,0.82,1.837837837837838,0.4784,0.45,0.6391752577319587,0.34,0.13,0.5705142857142856,0.20212765957446807,0.42,0.14,0.06,0.32842105263157895,0.19679999999999997,0.62,0.09984,0.77376,0.8215999999999999,0.21587027027027028,0.13,0.0,0.4742268041237113,1.25,0.13,0.2496,0.19376842105263156,0.208,0.2496,0.17,0.312,0.30506666666666665,0.08,0.08639999999999999,0.12770232558139535,0.5437714285714285,0.159744,0.34219354838709676,0.29,0.07,0.39104,0.04,0.06333134328358209,0.06,0.156,0.139776,0.5740799999999999,0.07,0.0,0.0,0.8168727272727273,0.05,0.15,0.06448000000000001,0.0,0.0,0.0,0.19821176470588234,0.6391752577319587,0.19705263157894737,0.04,0.17828571428571427,0.069888,0.13244081632653062,0.0,0.0,0.3083294117647059,0.0,0.7692307692307693,0.3678315789473684,0.21,0.0,0.11,0.18422857142857144,0.3016,0.07204948453608247,0.21,0.08046315789473683,0.6329142857142857,0.5184,0.0,0.121056,0.30506666666666665,0.0,0.0,0.08,0.038461538461538464,0.0
2020-02-16,17.059292852943653,2.375,0.9795918367346939,42.179570240794746,0.7837837837837838,0.34,0.7628865979381443,0.84,1.837837837837838,0.4437333333333333,0.4,0.5876288659793815,0.31,0.09,0.5170285714285715,0.18085106382978725,0.33,0.1,0.07,0.3481263157894736,0.216,0.31,0.104,0.77376,0.8944,0.22936216216216215,0.13,0.06313411764705881,0.31958762886597936,1.0961538461538463,0.13,0.19759999999999997,0.18063157894736842,0.11232,0.15253333333333333,0.16,0.3016,0.2680888888888889,0.07,0.132,0.06385116279069768,0.25851428571428575,0.1248,0.22947096774193546,0.25,0.06,0.31616,0.03,0.1248,0.05,0.19759999999999997,0.094848,0.40768,0.06,0.0,0.0,0.6466909090909091,0.03,0.14,0.0,0.0,0.0,0.0,0.11745882352941175,0.5876288659793815,0.22332631578947368,0.04,0.10102857142857143,0.0,0.10187755102040816,0.0,0.06375652173913043,0.22023529411764703,0.0,0.6923076923076923,0.39410526315789474,0.22,0.0713142857142857,0.08,0.17234285714285713,0.19759999999999997,0.0990680412371134,0.2,0.0,0.5170285714285715,0.384,0.0,0.086112,0.2680888888888889,0.0,0.0,0.06,0.038461538461538464,0.0
2020-02-23,15.74703955656337,2.1875,0.8571428571428571,42.179570240794746,0.6621621621621622,0.32,0.7319587628865979,0.77,1.7297297297297298,0.43679999999999997,0.37,0.5257731958762887,0.31,0.09,0.43679999999999997,0.1595744680851064,0.31,0.11,0.05,0.38096842105263157,0.18719999999999998,0.2,0.12064,0.79872,0.8423999999999999,0.1619027027027027,0.1,0.06753882352941176,0.29896907216494845,1.0192307692307692,0.11,0.12826666666666664,0.09852631578947368,0.11232,0.11093333333333333,0.13,0.2808,0.2912,0.07,0.09119999999999999,0.0,0.1426285714285714,0.154752,0.18116129032258063,0.26,0.06,0.26624,0.03,0.07637014925373134,0.06,0.1664,0.09984,0.31616,0.06,0.09103058823529411,0.0,0.624,0.04,0.13,0.09359999999999999,0.0,0.0,0.0,0.1248,0.5257731958762887,0.22332631578947368,0.02,0.09508571428571427,0.0,0.11970612244897957,0.10428493150684931,0.0,0.2569411764705882,0.0,0.6307692307692307,0.3087157894736842,0.21,0.08659591836734694,0.09,0.13074285714285713,0.22879999999999998,0.07462268041237113,0.19,0.06568421052631579,0.5437714285714285,0.4224,0.0,0.10608,0.2912,0.0,0.0,0.06,0.038461538461538464,0.0
2020-03-01,15.74703955656337,2.0,0.9591836734693877,39.0551576303655,0.7162162162162162,0.31,0.6185567010309279,0.75,1.6486486486486487,0.45759999999999995,0.35,0.5257731958762887,0.31,0.08,0.4902857142857142,0.1702127659574468,0.3,0.1,0.06,0.295578947368421,0.20639999999999997,0.18,0.12064,0.73632,0.7591999999999999,0.1484108108108108,0.12,0.0,0.28865979381443296,1.0192307692307692,0.11,0.1456,0.1477894736842105,0.104,0.11093333333333333,0.12,0.22879999999999998,0.25884444444444443,0.06,0.1008,0.0,0.23177142857142857,0.0,0.21336774193548386,0.27,0.05,0.26624,0.03,0.08754626865671641,0.04,0.156,0.139776,0.30784,0.05,0.06460235294117647,0.0,0.5786181818181818,0.04,0.12,0.0,0.0,0.0,0.0,0.09543529411764705,0.5257731958762887,0.23646315789473682,0.03,0.08022857142857143,0.0,0.15536326530612246,0.0,0.05968695652173913,0.2349176470588235,0.0,0.6307692307692307,0.3678315789473684,0.19,0.07640816326530613,0.08,0.15451428571428572,0.208,0.09392164948453607,0.18,0.0,0.4724571428571428,0.4704,0.09688421052631578,0.08486400000000001,0.25884444444444443,0.0,0.0,0.06,0.0,0.0
