date,Laptops,Gaming laptops,Desktop computers,Gaming desktops,Monitors,Keyboards,Mechanical keyboards,Wireless keyboards,Computer mouse,Gaming mouse,Mouse pads,Graphics cards,SSD drives,Hard drives,External hard drives,RAM,Motherboards,CPUs,Processors,Cooling systems,Computer cases,Power supplies,UPS battery backup,Laptop accessories,Computer accessories,Software licenses,Operating systems,Antivirus software,PC building kits,Cables and adapters,USB flash drives,WiFi routers,Bluetooth adapters,Printers,Printer ink,Computer repair services,Data recovery,Network installation,IT support,Computer upgrades,Laptop bags,Tablet accessories,Docking stations,Graphic design software,Video editing software,CAD software,Business laptops,Student laptops,Touchscreen monitors,Virtual reality accessories,Laptop stand,Desktop tower,PC monitor,Ergonomic mouse,CPU fan,Thermal paste,Gaming chair,USB hub,HDMI cable,Display port,Power strip,External SSD,SD card,RAM stick,Hard case,Surge protector,Wifi adapter,Bluetooth dongle,Cable organizer,Headset stand,Wireless adapter,GPU cooler,Case fan,SATA cable,Graphics dock,Gaming RAM,LED monitor,Webcam cover,Touchpad cover,SSD enclosure,Laptop tray,Screen cleaner,Mouse cover,Keypad cover,Split keyboard,Silent mouse,Type-C hub,USB splitter,Laptop lock,Cordless mouse,Web filter,Privacy screen,Wrist rest,Microphone boom,Ethernet cable,Mini PC,Slim monitor,Compact case,Fan controller
2019-12-29,2.764705882352941,0.19,0.2,0.3523764705882353,1.7826086956521738,0.47,0.04,0.24336,0.23,0.5,0.08,0.18,0.8622545454545454,0.25,1.1856,53.802385151591515,0.14,0.08,0.34,0.6115200000000001,0.06,0.08,0.36548571428571425,0.3009882352941176,0.3848,0.12133333333333332,0.09,0.14,0.0,0.0,0.37885714285714284,0.12,0.10028571428571428,1.5675675675675675,0.8873239436619719,0.48,0.25,0.32185263157894733,0.696969696969697,0.12264827586206896,0.11,0.26570322580645156,0.19344,0.6162,0.34,0.1,0.4032,0.20421818181818183,0.0,0.0,0.11,0.6864,0.35,0.04,0.13,0.17,0.9655172413793104,0.27,1.1746031746031746,0.2,0.32,0.18,3.347826086956522,0.73632,0.44,0.44,0.36,0.08320000000000001,0.40213333333333334,0.3517090909090909,0.48,0.27162352941176465,0.1,0.11,0.0,0.14,0.12,0.23646315789473682,0.0,0.32448,0.30784,0.06,0.37439999999999996,0.0,0.07,0.19287272727272725,0.0,0.0672,0.06,0.13047272727272727,0.41110588235294115,0.27,0.044800000000000006,0.22332631578947368,0.6779661016949152,0.17,0.0,0.4845176470588235,0.07
2020-01-05,2.8823529411764706,0.18,0.2,0.2349176470588235,1.8695652173913044,0.47,0.05,0.312,0.29,0.46511627906976744,0.08,0.18,0.8282181818181819,0.27,1.03584,49.86562526245067,0.14,0.08,0.39,0.71136,0.07,0.1,0.37439999999999996,0.36705882352941177,0.364,0.15946666666666665,0.16,0.15,0.0,0.0,0.25851428571428575,0.1,0.08468571428571428,1.9189189189189189,0.9577464788732394,0.30239999999999995,0.28,0.42694736842105263,0.9393939393939394,0.11834482758620689,0.12,0.22544516129032258,0.2808,0.7332,0.33,0.11,0.5952,0.3857454545454545,0.0,0.0,0.12,0.7072,0.34,0.06,0.14,0.17,0.7586206896551724,0.28,1.0158730158730158,0.2,0.32,0.16,2.652173913043478,0.82368,0.38,0.41,0.32,0.0736,0.4645333333333333,0.2722909090909091,0.43,0.38908235294117643,0.1,0.09,0.07374545454545454,0.12,0.12,0.26273684210526316,0.0,0.24336,0.30784,0.09,0.3803428571428571,0.08258823529411764,0.07,0.21556363636363635,0.07836279069767442,0.0576,0.09,0.1786909090909091,0.5359058823529411,0.29,0.048,0.2167578947368421,0.6440677966101694,0.19,0.12817297297297295,0.4845176470588235,0.06
2020-01-12,3.235294117647059,0.18,0.22,0.17618823529411765,1.9565217391304348,0.48,0.04,0.37439999999999996,0.28,0.4418604651162791,0.09,0.16,0.8282181818181819,0.23,0.83616,52.49013185521124,0.14,0.09,0.37,0.6614399999999999,0.06,0.08,0.40114285714285713,0.44781176470588235,0.45759999999999995,0.208,0.18,0.14,0.0,0.0,0.39668571428571425,0.1,0.10919999999999999,1.9189189189189189,0.9154929577464789,0.18239999999999998,0.28,0.44665263157894736,0.9696969696969697,0.12049655172413794,0.11,0.22141935483870967,0.31823999999999997,0.5147999999999999,0.31,0.11,0.6527999999999999,0.48785454545454543,0.07172413793103448,0.0,0.12,0.7696,0.31,0.06,0.13,0.18,0.6551724137931034,0.27,0.9523809523809523,0.2,0.3,0.14,2.739130434782609,0.69888,0.39,0.4,0.33,0.0672,0.40213333333333334,0.2722909090909091,0.41,0.2936470588235294,0.1,0.08,0.08509090909090908,0.12,0.12,0.3021473684210526,0.0,0.29951999999999995,0.30784,0.06,0.3328,0.13214117647058823,0.08,0.2779636363636363,0.0,0.0576,0.08,0.1786909090909091,0.4845176470588235,0.3,0.0576,0.2167578947368421,0.6610169491525424,0.18,0.09107027027027026,0.44781176470588235,0.07
2020-01-19,3.0,0.19,0.24,0.27896470588235295,1.9565217391304348,0.49,0.05,0.34944,0.28,0.4418604651162791,0.07,0.18,0.771490909090909,0.24,0.79872,52.49013185521124,0.13,0.08,0.36,0.77376,0.06,0.09,0.2852571428571428,0.37439999999999996,0.46799999999999997,0.2912,0.19,0.15,0.0,0.0,0.43234285714285714,0.09,0.1248,1.9189189189189189,0.9859154929577465,0.0,0.27,0.4663578947368421,1.0303030303030303,0.1312551724137931,0.11,0.17713548387096775,0.28703999999999996,0.6864,0.29,0.11,0.5952,0.3517090909090909,0.0,0.0,0.12,0.8735999999999999,0.31,0.06,0.13,0.16,0.6551724137931034,0.23,0.9682539682539683,0.2,0.28,0.14,2.5652173913043477,0.71136,0.38,0.37,0.34,0.0672,0.3605333333333333,0.2269090909090909,0.39,0.28630588235294113,0.09,0.07,0.07658181818181818,0.11,0.12,0.19705263157894737,0.0,0.2496,0.30784,0.07,0.3862857142857143,0.10644705882352941,0.07,0.18719999999999998,0.0,0.0576,0.08,0.11345454545454545,0.5138823529411763,0.28,0.048,0.295578947368421,0.6779661016949152,0.18,0.0,0.42578823529411763,0.07
2020-01-26,2.7058823529411766,0.18,0.19,0.2349176470588235,1.7826086956521738,0.46,0.05,0.2808,0.3,0.3953488372093023,0.07,0.15,0.771490909090909,0.21,0.69888,51.177878558830955,0.11,0.08,0.35,0.6364799999999999,0.06,0.08,0.3209142857142857,0.3009882352941176,0.6032,0.23226666666666665,0.19,0.14,0.0,0.0,0.3610285714285714,0.08,0.07354285714285715,1.7027027027027026,0.9014084507042254,0.1776,0.27,0.3875368421052631,1.0606060606060606,0.09467586206896551,0.1,0.2415483870967742,0.26208,0.5771999999999999,0.29,0.11,0.576,0.32901818181818177,0.0,0.0,0.11,0.7384000000000001,0.3,0.05,0.12,0.14,0.5517241379310345,0.25,0.9365079365079365,0.17,0.26,0.13,2.3043478260869565,0.6115200000000001,0.35,0.33,0.31,0.0512,0.312,0.32901818181818177,0.38,0.2349176470588235,0.08,0.08,0.07658181818181818,0.11,0.11,0.2693052631578947,0.0,0.22464,0.35775999999999997,0.06,0.49325714285714284,0.0,0.06,0.22123636363636362,0.0740093023255814,0.0512,0.08,0.18152727272727273,0.44047058823529406,0.29,0.048,0.23646315789473682,0.6271186440677966,0.17,0.13154594594594593,0.37439999999999996,0.06
2020-02-02,2.7058823529411766,0.17,0.21,0.26428235294117647,1.8695652173913044,0.44,0.05,0.3432,0.29,0.4186046511627907,0.07,0.15,0.6920727272727273,0.22,0.83616,49.86562526245067,0.13,0.08,0.37,0.6614399999999999,0.05,0.09,0.3922285714285714,0.28630588235294113,0.42639999999999995,0.23573333333333332,0.17,0.13,0.0,0.0,0.33428571428571424,0.08,0.1582285714285714,2.054054054054054,0.8873239436619719,0.2448,0.28,0.3875368421052631,1.0909090909090908,0.13555862068965518,0.1,0.18518709677419354,0.30576000000000003,0.624,0.28,0.11,0.4224,0.36305454545454546,0.0,0.0,0.11,0.6864,0.31,0.05,0.11,0.15,0.5517241379310345,0.22,0.9523809523809523,0.19,0.28,0.13,2.3043478260869565,0.5990399999999999,0.34,0.34,0.29,0.0608,0.28426666666666667,0.2269090909090909,0.35,0.26428235294117647,0.09,0.07,0.09218181818181818,0.11,0.11,0.2430315789473684,0.0,0.25583999999999996,0.31616,0.06,0.3922285714285714,0.0,0.06,0.2893090909090909,0.0,0.054400000000000004,0.08,0.1474909090909091,0.5726117647058823,0.29,0.044800000000000006,0.32185263157894733,0.5932203389830508,0.16,0.11130810810810811,0.36705882352941177,0.06
2020-02-09,2.764705882352941,0.19,0.2,0.27162352941176465,1.6956521739130435,0.51,0.06,0.30576000000000003,0.3,0.4418604651162791,0.08,0.15,0.8509090909090908,0.23,0.82368,53.802385151591515,0.13,0.09,0.35,0.77376,0.06,0.1,0.42788571428571426,0.27162352941176465,0.3432,0.19759999999999997,0.19,0.15,0.0,0.0,0.38777142857142854,0.08,0.1314857142857143,1.864864864864865,0.9295774647887324,0.2448,0.28,0.4860631578947368,1.1515151515151516,0.10973793103448275,0.11,0.20934193548387098,0.26832,0.7799999999999999,0.29,0.11,0.6047999999999999,0.28363636363636363,0.0,0.0,0.12,0.6968,0.31,0.05,0.13,0.14,0.6206896551724138,0.23,0.8571428571428571,0.18,0.27,0.15,2.3043478260869565,0.7862399999999999,0.37,0.34,0.31,0.054400000000000004,0.3328,0.26094545454545454,0.36,0.3083294117647059,0.08,0.09,0.0,0.11,0.11,0.2496,0.0,0.29328,0.23296,0.07,0.3862857142857143,0.07708235294117648,0.05,0.17585454545454546,0.0,0.0512,0.08,0.08792727272727273,0.5726117647058823,0.28,0.0512,0.2101894736842105,0.6271186440677966,0.19,0.1248,0.42578823529411763,0.06
2020-02-16,2.823529411764706,0.2,0.19,0.27162352941176465,1.9130434782608696,0.46,0.04,0.33071999999999996,0.26,0.4069767441860465,0.07,0.16,0.8849454545454545,0.23,0.8111999999999999,52.49013185521124,0.12,0.08,0.36,0.82368,0.06,0.09,0.312,0.3009882352941176,0.3536,0.1664,0.18,0.16,0.0,0.0,0.39668571428571425,0.08,0.0,1.837837837837838,0.8873239436619719,0.19679999999999997,0.27,0.41381052631578946,1.121212121212121,0.12049655172413794,0.1,0.23349677419354836,0.26208,0.6083999999999999,0.31,0.1,0.6432,0.32901818181818177,0.10184827586206896,0.0,0.12,0.7591999999999999,0.31,0.06,0.13,0.16,0.6206896551724138,0.24,0.8253968253968254,0.18,0.26,0.15,2.739130434782609,0.6864,0.38,0.36,0.3,0.0704,0.43679999999999997,0.19287272727272725,0.38,0.2349176470588235,0.09,0.08,0.07232727272727273,0.13,0.11,0.2430315789473684,0.0,0.28703999999999996,0.19136,0.07,0.416,0.07708235294117648,0.06,0.21556363636363635,0.0,0.044800000000000006,0.08,0.15032727272727273,0.624,0.3,0.0576,0.2758736842105263,0.6101694915254238,0.16,0.14503783783783783,0.4037647058823529,0.07
2020-02-23,2.823529411764706,0.18,0.2,0.2496,2.0,0.49,0.05,0.31823999999999997,0.28,0.4186046511627907,0.08,0.16,0.7828363636363636,0.22,0.7238399999999999,52.49013185521124,0.1,0.08,0.33,0.6864,0.05,0.09,0.3298285714285714,0.27162352941176465,0.364,0.19066666666666665,0.16,0.14,0.0,0.0,0.3164571428571428,0.08,0.16045714285714285,1.8108108108108107,0.9154929577464789,0.192,0.26,0.40067368421052635,1.2121212121212122,0.1742896551724138,0.1,0.1690838709677419,0.312,0.6552,0.31,0.1,0.624,0.4197818181818182,0.0,0.0,0.12,0.728,0.32,0.06,0.12,0.15,0.6551724137931034,0.22,0.8095238095238095,0.18,0.27,0.15,2.652173913043478,0.6115200000000001,0.39,0.34,0.3,0.0608,0.3605333333333333,0.28363636363636363,0.32,0.2349176470588235,0.09,0.08,0.0,0.12,0.09,0.2693052631578947,0.0,0.32448,0.18303999999999998,0.07,0.44571428571428573,0.07891764705882352,0.07,0.18719999999999998,0.0,0.048,0.07,0.16450909090909088,0.624,0.3,0.0512,0.3152842105263158,0.6271186440677966,0.18,0.1248,0.4845176470588235,0.05
2020-03-01,2.6470588235294117,0.17,0.17,0.20555294117647058,1.826086956521739,0.45,0.05,0.2496,0.28,0.4069767441860465,0.08,0.14,0.7261090909090909,0.21,0.73632,51.177878558830955,0.11,0.08,0.33,0.73632,0.06,0.09,0.3209142857142857,0.3376941176470588,0.3328,0.20106666666666667,0.16,0.13,0.0,0.0,0.2496,0.07,0.0,1.8108108108108107,0.8591549295774648,0.2976,0.25,0.32842105263157895,1.1515151515151516,0.17859310344827586,0.09,0.22544516129032258,0.24336,0.6083999999999999,0.31,0.1,0.5952,0.2722909090909091,0.0,0.0,0.11,0.6032,0.31,0.05,0.12,0.14,0.6551724137931034,0.22,0.7936507936507936,0.18,0.22,0.13,2.4347826086956523,0.6614399999999999,0.35,0.29,0.3,0.0672,0.3189333333333333,0.19287272727272725,0.35,0.28630588235294113,0.08,0.07,0.10778181818181817,0.12,0.09,0.22332631578947368,0.0,0.22464,0.31616,0.09,0.4338285714285714,0.0,0.06,0.21556363636363635,0.0,0.0512,0.09,0.11912727272727272,0.5579294117647059,0.3,0.0512,0.40724210526315785,0.576271186440678,0.15,0.08095135135135136,0.3083294117647059,0.06
