date,Basketballs,Soccer balls,Tennis rackets,Running shoes,Treadmills,Dumbbells,Yoga mats,Baseball bats,Swim goggles,Hiking boots,Camping tents,Football helmets,Bicycles,Skateboards,Ski equipment,Snowboards,Golf clubs,Cricket bats,Boxing gloves,Fishing rods,Kayaks,Canoes,Paddles,Climbing gear,Water bottles,Gym bags,Sports watches,Exercise bikes,Rowing machines,Weight benches,Resistance bands,Pull-up bars,Ellipticals,Protein powder,Running gear,Swim caps,Soccer cleats,Basketball jerseys,Fitness trackers,Hiking backpacks,Sleeping bags,Camping stoves,Headlamps,Sports sunglasses,Knee pads,Elbow pads,Ski poles,Snowshoes,Life jackets,Tennis balls,Sports uniforms,Baseball gloves,Frisbees,Lacrosse sticks,Squash rackets,Volleyballs,Scuba gear,Archery bows,Sports towels,Ankle weights,Jump ropes,Workout clothes,Fitness mats,Kayak paddles,Trekking poles,Trail running shoes,Compression socks,Skipping ropes,Weightlifting belts,Boxing bags,Paintball guns,Baseball caps,Wrist supports,Fingerless gloves,Water bladders,Athletic tape,Biking helmets,Ski goggles,Paddleboards,Dartboards,Hand wraps,Paragliding kits,Mountain bikes,Gym gloves,Tackle boxes,Cross-trainers,Martial arts gear,Aerobics steps,Shin guards,Hip bags,Cycling jerseys,Longboards,Balance boards,Roller skates,Snow tubes,Arm warmers,Hammocks,Athletic shoes,Tennis grips,Hunting boots,Outdoor grills,Baseball hats,Wrestling shoes,Sports drinks
2021-01-17,0.08,0.07,0.05,3.0869565217391304,0.59,1.6956521739130435,0.09,0.16,0.04,0.9358974358974359,0.1,0.1,0.7021276595744681,0.7887323943661971,0.11,0.66,1.1875,0.19759999999999997,0.39,0.3,0.47058823529411764,0.08,0.34,0.1,0.8852459016393442,0.05,0.03,0.17,0.06,0.32639999999999997,0.5789473684210527,0.0,0.0576,2.4814814814814814,0.12,0.01,0.34285714285714286,0.08,0.0425531914893617,0.48256,0.16,0.29951999999999995,0.08,0.2496,0.29,0.05,0.14,0.31,0.08,0.16,0.18719999999999998,0.12,0.20421818181818183,0.03,0.0,0.14143999999999998,0.07,0.06,0.0,0.15,0.84864,0.4,0.2311111111111111,0.022400000000000003,0.0512,0.19,0.6625,0.0,0.10044878048780488,0.36816,0.15,0.12,0.0,0.11,0.0,0.041600000000000005,0.13034666666666667,0.41,0.01,0.11731199999999999,0.7799999999999999,0.0,0.5423728813559322,0.30506666666666665,0.35971764705882353,0.0,0.0,0.0,0.08,0.15735652173913042,0.2418,0.13,0.17413953488372091,1.02,0.04,0.33035294117647057,0.14,0.22,0.1152,0.17,0.05,0.15,0.12,0.05
2021-01-24,0.08,0.07,0.05,2.869565217391304,0.58,1.608695652173913,0.1,0.16,0.04,0.9487179487179487,0.11,0.11,0.7446808510638298,0.7183098591549296,0.1,0.66,1.125,0.19759999999999997,0.41,0.31,0.47058823529411764,0.09,0.36,0.1,1.0327868852459017,0.06,0.03,0.16,0.07,0.34559999999999996,0.5614035087719298,0.0,0.048,2.4814814814814814,0.11,0.02,0.35714285714285715,0.09,0.0425531914893617,0.50752,0.17,0.2496,0.07,0.37439999999999996,0.29,0.05,0.13,0.38,0.08,0.16,0.39519999999999994,0.13,0.26094545454545454,0.02,0.0,0.23296,0.05,0.06,0.0,0.12,0.69888,0.43,0.15253333333333333,0.016,0.0576,0.21,0.6625,0.0,0.0,0.3432,0.14,0.12,0.0,0.13,0.0,0.041600000000000005,0.15253333333333333,0.43,0.01,0.08736,0.8839999999999999,0.0,0.4745762711864407,0.416,0.3817411764705882,0.0,0.0,0.0,0.09,0.1058086956521739,0.21059999999999998,0.12,0.2031627906976744,0.98,0.06,0.44047058823529406,0.15,0.23,0.0,0.17,0.05,0.15,0.12,0.05
2021-01-31,0.08,0.08,0.06,2.869565217391304,0.56,1.565217391304348,0.09,0.18,0.04,0.9102564102564102,0.1,0.1,0.851063829787234,0.7183098591549296,0.1,0.85,1.1875,0.1456,0.4,0.3,0.5,0.09,0.41,0.1,0.9672131147540983,0.05,0.03,0.14,0.06,0.2976,0.543859649122807,0.0,0.0512,2.4444444444444446,0.09,0.02,0.44285714285714284,0.1,0.0425531914893617,0.48256,0.17,0.28953599999999996,0.08,0.3016,0.3,0.05,0.13,0.56,0.09,0.17,0.3536,0.14,0.26094545454545454,0.04,0.0,0.27456,0.06,0.06,0.0,0.12,0.624,0.39,0.2680888888888889,0.0192,0.054400000000000004,0.2,0.7,0.0,0.0,0.35568,0.14,0.13,0.0,0.12,0.08788732394366196,0.044800000000000006,0.12202666666666666,0.48,0.01,0.154752,0.6448,0.0,0.4745762711864407,0.30506666666666665,0.3817411764705882,0.0,0.11272258064516129,0.0,0.1,0.0,0.19499999999999998,0.13,0.17123720930232558,0.92,0.15,0.4771764705882353,0.16,0.21,0.09119999999999999,0.16,0.04,0.16,0.12,0.05
2021-02-07,0.08,0.06,0.06,2.869565217391304,0.52,1.391304347826087,0.09,0.17,0.04,0.9230769230769231,0.1,0.1,0.723404255319149,0.6901408450704225,0.11,0.63,1.09375,0.22879999999999998,0.35,0.29,0.47058823529411764,0.09,0.37,0.09,0.8852459016393442,0.05,0.03,0.13,0.04,0.2304,0.5087719298245614,0.0,0.054400000000000004,2.3703703703703702,0.09,0.01,0.42857142857142855,0.09,0.02127659574468085,0.48256,0.19,0.259584,0.06,0.364,0.28,0.05,0.11,0.5,0.1,0.16,0.28426666666666667,0.14,0.21556363636363635,0.03,0.0,0.19136,0.06,0.05,0.0,0.12,0.7487999999999999,0.35,0.1063111111111111,0.016,0.048,0.19,0.7125,0.0,0.0913170731707317,0.36816,0.12,0.13,0.0,0.12,0.0,0.044800000000000006,0.0,0.42,0.01,0.11731199999999999,0.8008,0.0,0.4745762711864407,0.312,0.35971764705882353,0.0,0.08856774193548388,0.0,0.1,0.09495652173913044,0.21059999999999998,0.12,0.18284651162790697,0.88,0.14,0.3083294117647059,0.16,0.2,0.1056,0.15,0.05,0.17,0.11,0.05
2021-02-14,0.07,0.06,0.06,2.8260869565217392,0.51,1.3043478260869565,0.08,0.19,0.04,0.9743589743589743,0.11,0.09,0.7446808510638298,0.6901408450704225,0.1,0.66,1.15625,0.18719999999999998,0.32,0.32,0.5294117647058824,0.1,0.36,0.09,1.0,0.05,0.02,0.14,0.06,0.2784,0.49122807017543857,0.0,0.048,2.185185185185185,0.09,0.02,0.44285714285714284,0.09,0.02127659574468085,0.5158400000000001,0.19,0.42931199999999997,0.06,0.2912,0.24,0.05,0.12,0.53,0.09,0.18,0.21493333333333334,0.16,0.19287272727272725,0.03,0.0,0.19136,0.06,0.06,0.0,0.11,0.6614399999999999,0.33,0.17564444444444444,0.016,0.064,0.2,0.625,0.0,0.10653658536585366,0.28703999999999996,0.12,0.13,0.09516,0.11,0.0,0.0384,0.09984,0.42,0.02,0.129792,0.7176,0.0,0.4576271186440678,0.312,0.34503529411764705,0.0,0.0,0.0,0.09,0.0,0.2496,0.11,0.13640930232558138,0.86,0.15,0.42578823529411763,0.15,0.19,0.1488,0.19,0.05,0.17,0.11,0.04
2021-02-21,0.09,0.08,0.06,3.217391304347826,0.5,1.2608695652173914,0.08,0.24,0.04,0.9871794871794872,0.14,0.1,0.7872340425531915,0.7464788732394366,0.09,0.55,1.3125,0.2392,0.37,0.3,0.6470588235294118,0.11,0.36,0.11,0.9836065573770492,0.05,0.03,0.13,0.06,0.2304,0.49122807017543857,0.0,0.0576,2.4444444444444446,0.08,0.02,0.5714285714285714,0.11,0.02127659574468085,0.52416,0.18,0.414336,0.08,0.4784,0.31,0.06,0.11,0.36,0.11,0.18,0.37439999999999996,0.17,0.4538181818181818,0.05,0.08748865979381443,0.21631999999999998,0.06,0.05,0.0,0.12,0.7487999999999999,0.36,0.1664,0.0192,0.0704,0.2,0.6875,0.0,0.1248,0.39936,0.14,0.13,0.0,0.1,0.0,0.0512,0.13034666666666667,0.31,0.02,0.0,0.7487999999999999,0.0,0.5254237288135594,0.2565333333333333,0.3376941176470588,0.0,0.08856774193548388,0.0,0.14,0.1058086956521739,0.2496,0.12,0.18284651162790697,0.98,0.07,0.3009882352941176,0.18,0.24,0.1296,0.14,0.07,0.19,0.12,0.06
2021-02-28,0.1,0.08,0.08,3.608695652173913,0.41,1.3043478260869565,0.09,0.29,0.06,1.064102564102564,0.15,0.1,0.8936170212765957,0.7464788732394366,0.06,0.37,1.59375,0.21839999999999998,0.38,0.35,0.8529411764705882,0.12,0.38,0.1,0.9836065573770492,0.05,0.03,0.13,0.05,0.384,0.49122807017543857,0.0,0.041600000000000005,2.5925925925925926,0.07,0.02,0.6857142857142857,0.12,0.0425531914893617,0.5990399999999999,0.18,0.34944,0.08,0.3224,0.36,0.07,0.08,0.16,0.15,0.2,0.4437333333333333,0.21,0.39709090909090905,0.05,0.0,0.32448,0.08,0.05,0.0913170731707317,0.13,0.7238399999999999,0.38,0.18488888888888888,0.0288,0.0576,0.24,0.725,0.0,0.0,0.34944,0.15,0.15,0.08892,0.09,0.0,0.054400000000000004,0.13034666666666667,0.22,0.02,0.127296,0.8735999999999999,0.0,0.6440677966101694,0.4298666666666667,0.44781176470588235,0.0,0.0,0.0,0.18,0.0,0.3276,0.15,0.1480186046511628,1.14,0.01,0.3523764705882353,0.19,0.28,0.12,0.14,0.09,0.23,0.12,0.05
2021-03-07,0.11,0.09,0.09,3.652173913043478,0.38,1.173913043478261,0.08,0.28,0.06,1.1153846153846154,0.17,0.08,1.0,0.8028169014084507,0.04,0.3,1.6875,0.1664,0.36,0.35,0.8529411764705882,0.13,0.37,0.1,0.9508196721311475,0.04,0.03,0.12,0.04,0.2592,0.47368421052631576,0.0,0.0384,2.4074074074074074,0.07,0.03,0.7285714285714285,0.13,0.02127659574468085,0.6656,0.18,0.229632,0.08,0.416,0.35,0.07,0.06,0.12,0.16,0.19,0.416,0.23,0.4197818181818182,0.05,0.0,0.28287999999999996,0.06,0.05,0.0,0.12,0.92352,0.35,0.13404444444444444,0.032,0.0672,0.24,0.7125,0.0,0.11262439024390243,0.312,0.15,0.17,0.0,0.08,0.0,0.0608,0.14698666666666665,0.16,0.03,0.18220799999999998,0.6448,0.0,0.7627118644067796,0.312,0.34503529411764705,0.0,0.1207741935483871,0.0,0.18,0.08410434782608696,0.312,0.2,0.15672558139534884,1.18,0.01,0.33035294117647057,0.22,0.28,0.192,0.12,0.09,0.22,0.11,0.05
2021-03-14,0.11,0.08,0.07,3.608695652173913,0.41,1.2608695652173914,0.08,0.31,0.06,0.9743589743589743,0.17,0.07,1.0638297872340425,0.7887323943661971,0.04,0.26,1.8125,0.21839999999999998,0.36,0.37,1.0294117647058822,0.13,0.4,0.09,0.8524590163934426,0.05,0.03,0.13,0.05,0.37439999999999996,0.43859649122807015,0.0,0.041600000000000005,2.259259259259259,0.08,0.02,0.7142857142857143,0.13,0.02127659574468085,0.6073599999999999,0.18,0.17472,0.07,0.46799999999999997,0.35,0.06,0.06,0.11,0.18,0.18,0.312,0.21,0.46516363636363633,0.04,0.0,0.31616,0.07,0.06,0.07914146341463414,0.12,0.77376,0.37,0.15715555555555555,0.041600000000000005,0.064,0.23,0.6875,0.0,0.08218536585365854,0.37439999999999996,0.18,0.16,0.078,0.08,0.0,0.0512,0.18303999999999998,0.15,0.03,0.0,0.7591999999999999,0.0,0.8135593220338984,0.32586666666666664,0.4184470588235294,0.0,0.0,0.0,0.18,0.11123478260869564,0.3276,0.19,0.1306046511627907,1.14,0.01,0.24225882352941175,0.2,0.28,0.1056,0.12,0.09,0.22,0.1,0.05
2021-03-21,0.11,0.1,0.08,3.9130434782608696,0.33,1.173913043478261,0.08,0.3,0.06,0.9871794871794872,0.18,0.08,1.127659574468085,0.8591549295774648,0.03,0.24,1.9375,0.22879999999999998,0.34,0.34,1.1176470588235294,0.14,0.42,0.09,0.8360655737704918,0.06,0.03,0.11,0.05,0.2976,0.45614035087719296,0.0,0.0384,2.3703703703703702,0.09,0.02,0.7714285714285715,0.16,0.02127659574468085,0.50752,0.2,0.29452799999999996,0.08,0.6032,0.34,0.07,0.05,0.08,0.19,0.19,0.39519999999999994,0.23,0.28363636363636363,0.06,0.0,0.31616,0.06,0.05,0.0,0.12,0.7862399999999999,0.37,0.1664,0.044800000000000006,0.0672,0.25,0.7625,0.0,0.1248,0.46176,0.18,0.18,0.15131999999999998,0.08,0.0,0.0608,0.15253333333333333,0.11,0.03,0.097344,0.7903999999999999,0.0,0.847457627118644,0.23573333333333332,0.44781176470588235,0.0,0.14291612903225806,0.0,0.2,0.19262608695652172,0.3588,0.22,0.0,1.36,0.01,0.45515294117647054,0.25,0.29,0.1344,0.11,0.11,0.23,0.09,0.05
2021-03-28,0.11,0.09,0.09,3.6956521739130435,0.3,1.1304347826086956,0.08,0.33,0.06,0.9615384615384616,0.19,0.07,1.1914893617021276,0.8028169014084507,0.02,0.18,2.0,0.2704,0.35,0.37,1.0,0.14,0.4,0.1,0.9508196721311475,0.06,0.02,0.1,0.05,0.2784,0.43859649122807015,0.0,0.0384,2.2962962962962963,0.07,0.03,0.7428571428571429,0.12,0.0425531914893617,0.7903999999999999,0.18,0.329472,0.07,0.5928,0.33,0.07,0.04,0.06,0.19,0.19,0.24266666666666664,0.24,0.40843636363636365,0.06,0.0,0.34112,0.06,0.04,0.09436097560975609,0.12,0.79872,0.35,0.17102222222222221,0.032,0.08320000000000001,0.24,0.7375,0.0,0.1521951219512195,0.30576000000000003,0.18,0.17,0.0,0.07,0.0,0.054400000000000004,0.1358933333333333,0.07,0.03,0.08486400000000001,0.7072,0.0,0.8135593220338984,0.3189333333333333,0.5212235294117648,0.0,0.0,0.0,0.19,0.12208695652173912,0.28859999999999997,0.21,0.20896744186046512,1.22,0.0,0.37439999999999996,0.28,0.3,0.1488,0.11,0.11,0.24,0.1,0.05
2021-04-04,0.11,0.09,0.08,3.8260869565217392,0.32,1.0869565217391304,0.08,0.3,0.05,0.8846153846153846,0.21,0.07,1.0212765957446808,0.8591549295774648,0.02,0.14,2.40625,0.3328,0.34,0.37,1.1176470588235294,0.15,0.42,0.1,0.9672131147540983,0.05,0.01,0.11,0.04,0.2016,0.43859649122807015,0.0,0.0352,2.2222222222222223,0.08,0.03,0.7714285714285715,0.11,0.0425531914893617,0.61568,0.18,0.29452799999999996,0.06,0.6864,0.35,0.07,0.03,0.05,0.21,0.21,0.22186666666666666,0.26,0.46516363636363633,0.06,0.0,0.36607999999999996,0.07,0.04,0.0,0.11,0.76128,0.36,0.18026666666666666,0.048,0.08,0.24,0.7625,0.0,0.0,0.27456,0.19,0.21,0.0,0.07,0.0,0.0608,0.14698666666666665,0.06,0.03,0.1248,0.8008,0.0,0.8135593220338984,0.2912,0.36705882352941177,0.0,0.08655483870967742,0.0,0.23,0.09224347826086955,0.3276,0.22,0.13640930232558138,1.34,0.01,0.27896470588235295,0.3,0.29,0.1344,0.11,0.12,0.3,0.09,0.06
2021-04-11,0.08,0.09,0.09,3.739130434782609,0.29,1.0434782608695652,0.08,0.34,0.06,0.8846153846153846,0.2,0.08,0.9574468085106383,0.7605633802816901,0.02,0.12,2.5625,0.18719999999999998,0.36,0.38,1.0294117647058822,0.15,0.37,0.1,1.0327868852459017,0.07,0.03,0.1,0.05,0.24,0.43859649122807015,0.0,0.0352,2.4814814814814814,0.07,0.03,0.7571428571428571,0.12,0.0425531914893617,0.7155199999999999,0.19,0.2496,0.07,0.6968,0.37,0.08,0.03,0.05,0.22,0.2,0.43679999999999997,0.3,0.5332363636363636,0.06,0.0,0.38272,0.07,0.04,0.0,0.12,0.76128,0.36,0.19413333333333332,0.0384,0.08320000000000001,0.24,0.775,0.0,0.22220487804878047,0.29951999999999995,0.18,0.2,0.0,0.08,0.0,0.064,0.24128,0.05,0.03,0.129792,0.6864,0.0,0.7966101694915254,0.32586666666666664,0.46249411764705883,0.0,0.09661935483870968,0.0,0.22,0.0976695652173913,0.351,0.2,0.0,1.24,0.01,0.2936470588235294,0.32,0.29,0.216,0.1,0.1,0.28,0.09,0.07
2021-04-18,0.09,0.1,0.09,3.5217391304347827,0.3,1.0434782608695652,0.09,0.36,0.06,0.9358974358974359,0.2,0.08,1.0212765957446808,0.9014084507042254,0.01,0.1,2.28125,0.3016,0.41,0.37,1.0294117647058822,0.14,0.42,0.1,1.0819672131147542,0.06,0.02,0.09,0.04,0.2592,0.42105263157894735,0.0,0.0352,2.4444444444444446,0.08,0.02,0.7,0.11,0.0425531914893617,0.68224,0.2,0.309504,0.07,0.6448,0.37,0.07,0.02,0.04,0.2,0.2,0.416,0.3,0.4311272727272727,0.07,0.0,0.30784,0.07,0.04,0.1248,0.11,0.8111999999999999,0.36,0.13404444444444444,0.041600000000000005,0.0768,0.25,0.775,0.0,0.1521951219512195,0.38064,0.17,0.18,0.09204,0.07,0.0,0.0672,0.19968,0.07,0.03,0.097344,0.8008,0.0,0.7627118644067796,0.2704,0.3964235294117647,0.0,0.09863225806451612,0.0,0.19,0.13022608695652174,0.3432,0.18,0.22347906976744186,1.12,0.0,0.3009882352941176,0.28,0.29,0.1392,0.11,0.1,0.25,0.09,0.06
2021-04-25,0.09,0.1,0.08,3.4782608695652173,0.25,1.0,0.08,0.36,0.06,0.8461538461538461,0.2,0.09,1.0212765957446808,0.7746478873239436,0.01,0.08,2.15625,0.2496,0.42,0.34,1.0294117647058822,0.15,0.45,0.09,0.9836065573770492,0.06,0.03,0.09,0.05,0.2496,0.42105263157894735,0.0,0.0288,2.2962962962962963,0.08,0.03,0.6428571428571429,0.1,0.0425531914893617,0.64896,0.2,0.2496,0.06,0.7384000000000001,0.34,0.07,0.02,0.04,0.23,0.22,0.39519999999999994,0.29,0.39709090909090905,0.07,0.0,0.30784,0.06,0.05,0.0,0.11,0.79872,0.34,0.15715555555555555,0.044800000000000006,0.0672,0.23,0.7875,0.0,0.12784390243902438,0.33696,0.15,0.2,0.0,0.07,0.09316056338028168,0.0704,0.23296,0.04,0.03,0.114816,0.8008,0.0,0.711864406779661,0.2981333333333333,0.3156705882352941,0.0,0.09661935483870968,0.0,0.17,0.1844869565217391,0.37439999999999996,0.19,0.11028837209302325,1.12,0.01,0.27896470588235295,0.3,0.29,0.15839999999999999,0.09,0.1,0.26,0.09,0.05
2021-05-02,0.09,0.11,0.08,3.5217391304347827,0.36,1.0,0.08,0.34,0.07,0.8333333333333334,0.21,0.09,0.9787234042553191,0.8028169014084507,0.02,0.11,2.0625,0.18719999999999998,0.41,0.37,1.0588235294117647,0.15,0.78,0.09,0.9836065573770492,0.06,0.03,0.09,0.04,0.2688,0.42105263157894735,0.0,0.032,2.185185185185185,0.08,0.03,0.5857142857142857,0.09,0.0425531914893617,0.624,0.18,0.39936,0.05,0.6136,0.34,0.06,0.02,0.04,0.24,0.21,0.4298666666666667,0.3,0.40843636363636365,0.06,0.0,0.31616,0.07,0.04,0.09740487804878048,0.12,0.7487999999999999,0.35,0.1479111111111111,0.041600000000000005,0.0704,0.22,0.775,0.0,0.0,0.40559999999999996,0.16,0.2,0.0,0.07,0.0,0.054400000000000004,0.15253333333333333,0.05,0.03,0.0,0.7072,0.0,0.6949152542372882,0.24266666666666664,0.4184470588235294,0.0,0.15096774193548387,0.0,0.14,0.16278260869565217,0.4446,0.18,0.13640930232558138,0.98,0.0,0.27162352941176465,0.3,0.26,0.15360000000000001,0.08,0.11,0.28,0.07,0.05
2021-05-09,0.09,0.1,0.08,3.391304347826087,0.29,0.9565217391304348,0.08,0.35,0.06,0.8589743589743589,0.22,0.08,1.127659574468085,0.7605633802816901,0.01,0.07,2.15625,0.26,0.47,0.37,1.0588235294117647,0.15,0.41,0.09,0.9836065573770492,0.05,0.03,0.09,0.04,0.1248,0.3684210526315789,0.0,0.0256,2.111111111111111,0.06,0.03,0.5714285714285714,0.09,0.02127659574468085,0.624,0.21,0.37439999999999996,0.06,0.6864,0.32,0.06,0.02,0.03,0.23,0.2,0.2981333333333333,0.29,0.5786181818181818,0.07,0.0,0.28287999999999996,0.07,0.04,0.0,0.11,0.79872,0.31,0.19875555555555555,0.044800000000000006,0.08,0.23,0.75,0.0,0.11262439024390243,0.32448,0.15,0.2,0.0,0.07,0.0,0.0608,0.11648,0.05,0.04,0.094848,0.7799999999999999,0.0,0.6949152542372882,0.4645333333333333,0.42578823529411763,0.0,0.10668387096774193,0.0,0.16,0.11123478260869564,0.27299999999999996,0.18,0.14511627906976746,1.0,0.0,0.22757647058823527,0.3,0.26,0.144,0.08,0.1,0.33,0.07,0.05
2021-05-16,0.09,0.1,0.09,3.260869565217391,0.22,1.0434782608695652,0.08,0.36,0.08,0.8076923076923077,0.24,0.09,0.9787234042553191,0.7464788732394366,0.01,0.07,2.21875,0.19759999999999997,0.43,0.36,1.2647058823529411,0.19,0.42,0.09,1.0163934426229508,0.05,0.03,0.08,0.04,0.2784,0.40350877192982454,0.0,0.0256,2.3333333333333335,0.08,0.04,0.5714285714285714,0.12,0.0425531914893617,0.69888,0.22,0.319488,0.06,0.728,0.35,0.07,0.02,0.04,0.32,0.21,0.2912,0.3,0.6693818181818181,0.07,0.0,0.26624,0.07,0.05,0.14915121951219512,0.12,0.71136,0.34,0.1063111111111111,0.0608,0.0704,0.25,0.775,0.0,0.0,0.28703999999999996,0.16,0.2,0.0,0.06,0.0,0.064,0.19413333333333332,0.04,0.05,0.164736,0.7487999999999999,0.0,0.7288135593220338,0.33973333333333333,0.36705882352941177,0.0,0.0,0.0,0.13,0.16820869565217392,0.312,0.19,0.1422139534883721,0.94,0.01,0.28630588235294113,0.33,0.27,0.1776,0.07,0.1,0.33,0.07,0.05
2021-05-23,0.11,0.1,0.09,3.4347826086956523,0.22,0.9565217391304348,0.08,0.38,0.11,0.8333333333333334,0.3,0.07,0.9787234042553191,0.7464788732394366,0.01,0.08,2.46875,0.2704,0.44,0.38,1.3529411764705883,0.21,0.41,0.09,1.0819672131147542,0.07,0.03,0.08,0.04,0.22079999999999997,0.3684210526315789,0.0,0.0288,2.2222222222222223,0.08,0.05,0.5428571428571428,0.12,0.02127659574468085,0.7155199999999999,0.23,0.419328,0.07,0.6552,0.31,0.06,0.02,0.04,0.38,0.21,0.38826666666666665,0.29,0.6693818181818181,0.08,0.0,0.31616,0.07,0.04,0.14915121951219512,0.11,0.71136,0.34,0.17564444444444444,0.064,0.0672,0.25,0.7875,0.0,0.10653658536585366,0.38064,0.15,0.22,0.0,0.07,0.12304225352112676,0.0576,0.0,0.05,0.04,0.0,0.832,0.0,0.6949152542372882,0.45066666666666666,0.4331294117647059,0.0,0.10064516129032257,0.0,0.13,0.1248,0.4602,0.18,0.0,0.92,0.0,0.2569411764705882,0.32,0.25,0.192,0.08,0.12,0.34,0.08,0.04
2021-05-30,0.1,0.1,0.09,3.5652173913043477,0.22,1.0869565217391304,0.09,0.38,0.12,0.8846153846153846,0.26,0.08,0.9361702127659575,0.7605633802816901,0.02,0.08,2.4375,0.22879999999999998,0.48,0.42,1.5,0.19,0.43,0.09,1.0163934426229508,0.06,0.03,0.07,0.04,0.24,0.38596491228070173,0.0,0.0288,2.259259259259259,0.08,0.05,0.5857142857142857,0.13,0.02127659574468085,0.624,0.23,0.43929599999999996,0.06,0.5616,0.33,0.06,0.02,0.04,0.39,0.21,0.45759999999999995,0.3,0.5332363636363636,0.05,0.0,0.38272,0.08,0.05,0.11262439024390243,0.11,0.64896,0.32,0.18488888888888888,0.054400000000000004,0.0768,0.26,0.7375,0.0,0.14306341463414632,0.47423999999999994,0.14,0.22,0.0,0.07,0.0,0.0576,0.11925333333333334,0.05,0.06,0.10982399999999999,0.7384000000000001,0.0,0.7288135593220338,0.312,0.5432470588235293,0.0,0.11674838709677418,0.0,0.14,0.16820869565217392,0.38999999999999996,0.19,0.0,0.96,0.01,0.2936470588235294,0.32,0.24,0.2016,0.09,0.12,0.32,0.07,0.05
2021-06-06,0.09,0.09,0.09,3.217391304347826,0.2,1.0,0.08,0.37,0.14,0.7692307692307693,0.24,0.08,0.9574468085106383,0.647887323943662,0.02,0.06,2.28125,0.1664,0.6,0.42,1.3529411764705883,0.2,0.42,0.08,1.1639344262295082,0.06,0.04,0.08,0.04,0.22079999999999997,0.3684210526315789,0.0,0.0256,2.2222222222222223,0.08,0.08,0.6,0.12,0.02127659574468085,0.67392,0.2,0.319488,0.06,0.8215999999999999,0.32,0.07,0.01,0.03,0.43,0.22,0.38826666666666665,0.24,0.44247272727272724,0.05,0.0,0.26624,0.08,0.04,0.13393170731707318,0.1,0.7238399999999999,0.35,0.15715555555555555,0.0512,0.0608,0.23,0.825,0.0,0.1187121951219512,0.34944,0.14,0.22,0.0,0.06,0.0,0.0576,0.15808,0.05,0.05,0.0,0.7696,0.0,0.6271186440677966,0.39519999999999994,0.5505882352941177,0.0,0.1952516129032258,0.0,0.15,0.10309565217391303,0.4914,0.17,0.17123720930232558,0.86,0.01,0.24225882352941175,0.3,0.24,0.2976,0.07,0.09,0.34,0.09,0.05
2021-06-13,0.09,0.1,0.08,3.5652173913043477,0.23,1.0434782608695652,0.08,0.37,0.15,0.8076923076923077,0.24,0.09,1.0,0.7183098591549296,0.01,0.07,2.5625,0.22879999999999998,0.71,0.44,1.5294117647058822,0.21,0.45,0.1,1.098360655737705,0.06,0.03,0.08,0.04,0.192,0.38596491228070173,0.0,0.0256,2.185185185185185,0.07,0.09,0.6285714285714286,0.12,0.0425531914893617,0.64896,0.22,0.35942399999999997,0.06,0.9568,0.34,0.06,0.01,0.03,0.48,0.24,0.38826666666666665,0.25,0.5559272727272726,0.04,0.0,0.24128,0.08,0.04,0.23133658536585366,0.11,0.6115200000000001,0.32,0.11093333333333333,0.054400000000000004,0.0736,0.26,0.8375,0.0,0.0882731707317073,0.46176,0.15,0.24,0.0,0.07,0.0,0.0704,0.18858666666666665,0.05,0.06,0.14227199999999998,1.0295999999999998,0.0,0.6610169491525424,0.416,0.5872941176470589,0.0,0.0,0.0,0.16,0.1410782608695652,0.3978,0.18,0.1189953488372093,0.92,0.0,0.2496,0.33,0.26,0.1296,0.08,0.12,0.34,0.09,0.06
2021-06-20,0.1,0.1,0.09,3.4347826086956523,0.22,1.0434782608695652,0.08,0.39,0.14,0.7692307692307693,0.27,0.09,1.0,0.6901408450704225,0.01,0.07,2.59375,0.1456,0.52,0.43,1.4705882352941178,0.23,0.41,0.1,1.0819672131147542,0.06,0.03,0.08,0.04,0.192,0.38596491228070173,0.0,0.0288,2.259259259259259,0.07,0.07,0.6285714285714286,0.13,0.0425531914893617,0.7903999999999999,0.23,0.35942399999999997,0.06,0.8111999999999999,0.35,0.07,0.02,0.03,0.48,0.22,0.3813333333333333,0.27,0.5786181818181818,0.04,0.0,0.40768,0.08,0.05,0.0882731707317073,0.1,0.5990399999999999,0.34,0.17564444444444444,0.054400000000000004,0.064,0.23,0.825,0.0,0.1552390243902439,0.32448,0.14,0.21,0.09984,0.06,0.0,0.0704,0.0,0.05,0.06,0.0,0.8527999999999999,0.0,0.6101694915254238,0.312,0.5799529411764706,0.0,0.1207741935483871,0.0,0.15,0.15735652173913042,0.37439999999999996,0.17,0.1306046511627907,0.84,0.0,0.33035294117647057,0.25,0.29,0.2016,0.08,0.09,0.3,0.09,0.06
