date,Reusable bags,Bamboo cutlery,Cloth napkins,Glass bottles,Stainless steel bottles,Reusable water bottles,Organic cotton,Bamboo toothbrushes,Biodegradable soap,Compostable bags,Eco-friendly cleaning products,Organic skincare,Bamboo hairbrush,Sustainable fashion,Eco-friendly candles,Reusable makeup pads,Natural deodorant,Zero waste kits,Cloth diapers,Beeswax wraps,Compost bins,Natural sponges,Reusable razors,Eco-friendly toys,Recycled notebooks,Upcycled jewelry,Glass straws,Refillable bottles,Recycled paper,Reusable snack bags,Plant-based shampoo,Vegan skincare,Fair trade coffee,Organic cotton towels,Hemp bags,Coconut bowls,Biodegradable phone case,Solar chargers,Organic cotton sheets,Sustainable backpacks,Reusable produce bags,Cork products,Vegan candles_x,Reusable chopsticks,Non-toxic cleaning,Metal straws,Eco-friendly lunch box,Organic cotton shirts,Compost tea bags,Wool dryer balls,Natural sunscreen,Reusable coffee filters,Zero waste makeup,Charcoal toothbrushes,Coconut oil,Organic bath salts,Recycled wrapping paper,Vegan soap,Organic lip balm,Plant-based protein,Vegan candles_y,Eco-friendly planners,Organic hand soap,Metal bento boxes,Recycled plastic rugs,Hemp socks,Glass food containers,Organic spices,Eco-friendly razors,Organic dish cloths,Natural hair care,Biodegradable dog bags,Recycled yoga mats,Wool slippers,Compostable plates,Compostable utensils,Bamboo steamers,Organic produce,Biodegradable glitter,Glass jars,Stainless steel straws,Wooden phone cases,Organic face masks,Sustainable sunglasses,Solar lanterns,Plantable pencils,Organic teas,Plant-based candles,Cotton buds,Plant milk bags,Bamboo blankets,Vegan nail polish,Biodegradable shampoo,Eco-friendly journals
2020-03-08,0.24,0.0,0.05,0.36,0.2824421052631579,0.02,0.14,0.0,0.01,0.39936,0.0,0.27456,0.0,0.4992,0.0,0.0,0.15,0.0,0.28,0.1833,0.23399999999999999,0.08404897959183673,0.0,0.0,0.0,0.0,0.16319999999999998,0.16527567567567567,0.09,0.07365245901639343,0.0,0.17713548387096775,0.30239999999999995,0.0,0.0,0.13866666666666666,0.0,0.22464,0.182,0.0,0.37439999999999996,0.0,0.0,0.0,0.0,0.6580363636363635,0.0,0.0,0.0,0.7261090909090909,0.03,0.0,0.0,0.08606896551724139,2.3846153846153846,0.0,0.0,0.24557419354838708,0.1410782608695652,0.15416470588235295,0.0,0.0,0.20459016393442622,0.0,0.0,0.0,0.46516363636363633,0.15392,0.0,0.0,0.771490909090909,0.09254831460674157,0.0,0.01,0.07577142857142856,0.0,0.0,0.07,0.0,0.21,0.20089756097560976,0.0,0.0,0.0,0.02,0.0,0.1043781818181818,0.0,0.11588571428571429,0.0,0.0,0.23133658536585366,0.0,0.0
2020-03-15,0.2,0.0,0.05,0.31,0.1576421052631579,0.01,0.12,0.0,0.01,0.25792000000000004,0.0,0.208,0.0,0.3224,0.0,0.0,0.11,0.0,0.49,0.0,0.30419999999999997,0.08914285714285713,0.0,0.0,0.0,0.0,0.1296,0.1382918918918919,0.1,0.0,0.0,0.11674838709677418,0.32639999999999997,0.0,0.0,0.07626666666666666,0.0,0.389376,0.1352,0.0,0.22332631578947368,0.0,0.0,0.0,0.0,0.4538181818181818,0.0,0.0,0.0,0.46516363636363633,0.02,0.0,0.0,0.0,2.3461538461538463,0.0,0.0,0.24557419354838708,0.1410782608695652,0.1248,0.0,0.0,0.12070819672131146,0.0,0.0,0.0,0.32901818181818177,0.21631999999999998,0.0,0.0,0.5786181818181818,0.0,0.0,0.01,0.0,0.0,0.0,0.09,0.0,0.18,0.10653658536585366,0.0,0.0,0.0,0.02,0.0,0.11572363636363636,0.0,0.07354285714285715,0.0,0.0,0.16741463414634147,0.0,0.0
2020-03-22,0.32,0.0,0.05,0.33,0.2167578947368421,0.01,0.14,0.0,0.01,0.25792000000000004,0.0,0.28287999999999996,0.0,0.43679999999999997,0.0,0.0,0.12,0.0,0.32,0.13649999999999998,0.3432,0.0,0.0,0.0,0.0,0.0,0.1248,0.1585297297297297,0.09,0.0,0.0,0.1489548387096774,0.30239999999999995,0.0,0.10962162162162162,0.13173333333333334,0.0,0.2496,0.156,0.0,0.3481263157894736,0.0,0.0,0.0,0.0,0.4538181818181818,0.0,0.0,0.0,0.5105454545454545,0.02,0.0688,0.10608,0.0,2.8846153846153846,0.0,0.0,0.2496,0.14650434782608696,0.13214117647058823,0.0,0.0,0.13912131147540982,0.0,0.0,0.0,0.37439999999999996,0.22047999999999998,0.0,0.0,0.6807272727272726,0.0,0.0,0.02,0.0,0.0,0.0,0.1,0.10477037037037036,0.22,0.06696585365853659,0.0,0.10328275862068965,0.0,0.02,0.0,0.11118545454545453,0.0,0.1270285714285714,0.0,0.0,0.12784390243902438,0.0,0.0
2020-03-29,0.34,0.06408648648648647,0.06,0.35,0.19048421052631578,0.02,0.18,0.0,0.01,0.2912,0.0,0.34944,0.0,0.3328,0.0,0.0,0.12,0.0,0.29,0.12869999999999998,0.46799999999999997,0.06622040816326531,0.0,0.0,0.0,0.0,0.15839999999999999,0.19563243243243242,0.1,0.0,0.0,0.22141935483870967,0.2976,0.0,0.10793513513513514,0.18026666666666666,0.0,0.279552,0.156,0.0,0.20362105263157892,0.0,0.0,0.0,0.0,0.5332363636363636,0.0,0.10787796610169491,0.11509333333333334,0.4992,0.03,0.16,0.0,0.0,3.1153846153846154,0.0,0.0,0.24557419354838708,0.08681739130434782,0.21289411764705882,0.0,0.0,0.1186622950819672,0.0,0.13301052631578947,0.0,0.4197818181818182,0.26208,0.0,0.0,0.8168727272727273,0.07291685393258426,0.0,0.02,0.0,0.0,0.0,0.12,0.0,0.25,0.12784390243902438,0.0,0.24529655172413792,0.0,0.04,0.0,0.1248,0.0,0.09137142857142856,0.0,0.0,0.1552390243902439,0.0,0.0
2020-04-05,0.31,0.0,0.07,0.38,0.19705263157894737,0.01,0.19,0.0,0.01,0.31616,0.0,0.27456,0.0,0.3848,0.0,0.0,0.14,0.0,0.28,0.15209999999999999,0.5382,0.0,0.0,0.0,0.0,0.0,0.1344,0.20912432432432432,0.08,0.0,0.0,0.2496,0.3888,0.0,0.11299459459459459,0.18719999999999998,0.0,0.14476799999999998,0.182,0.0,0.22332631578947368,0.0,0.07341176470588236,0.07185454545454546,0.0,0.5332363636363636,0.0,0.0,0.08181333333333334,0.5218909090909091,0.04,0.11039999999999998,0.0,0.0,3.269230769230769,0.0,0.0,0.4025806451612903,0.0705391304347826,0.16150588235294117,0.07341176470588236,0.0,0.13502950819672133,0.0,0.0,0.0,0.37439999999999996,0.34112,0.0,0.0,0.896290909090909,0.09675505617977528,0.0,0.02,0.0,0.0,0.0,0.12,0.0,0.25,0.17350243902439022,0.0,0.23668965517241378,0.0,0.05,0.0,0.1792581818181818,0.0,0.1248,0.0,0.0,0.19480975609756096,0.0,0.0
2020-04-12,0.24,0.0,0.06,0.37,0.2430315789473684,0.01,0.21,0.0,0.01,0.2912,0.0,0.37439999999999996,0.0,0.42639999999999995,0.0,0.0,0.15,0.0,0.28,0.156,0.4992,0.09423673469387754,0.0,0.0,0.07238399999999999,0.0,0.2784,0.11130810810810811,0.08,0.0,0.0,0.2496,0.384,0.0,0.08938378378378378,0.20106666666666667,0.0,0.2496,0.25479999999999997,0.0,0.13136842105263158,0.0,0.07096470588235293,0.0,0.0,0.6353454545454545,0.0,0.06980338983050846,0.09984,0.5445818181818182,0.03,0.0688,0.0,0.0,3.1538461538461537,0.0,0.0,0.32609032258064513,0.11937391304347826,0.1688470588235294,0.07096470588235293,0.0,0.1186622950819672,0.0,0.0,0.0,0.5672727272727273,0.34528,0.0,0.0,1.0778181818181818,0.07431910112359551,0.0,0.02,0.0,0.0,0.0,0.12,0.0,0.29,0.16741463414634147,0.0,0.309848275862069,0.0,0.05,0.0,0.13387636363636363,0.0,0.08914285714285713,0.0,0.0,0.17959024390243902,0.0,0.0
2020-04-19,0.27,0.09781621621621621,0.06,0.43,0.23646315789473682,0.02,0.24,0.064896,0.01,0.44928,0.0,0.31616,0.0,0.832,0.0,0.0,0.16,0.0,0.31,0.2418,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.2784,0.22598918918918917,0.11,0.0,0.0,0.20129032258064514,0.2784,0.0,0.16864864864864865,0.38826666666666665,0.0,0.279552,0.26,0.0,0.2693052631578947,0.06685714285714285,0.07341176470588236,0.08887272727272727,0.0,0.7601454545454545,0.0,0.06345762711864406,0.11093333333333333,0.7828363636363636,0.04,0.13599999999999998,0.0,0.0,3.3846153846153846,0.0,0.0,0.34219354838709676,0.13022608695652174,0.19821176470588234,0.07341176470588236,0.0,0.09001967213114755,0.0,0.09524210526315789,0.0,0.5559272727272726,0.22879999999999998,0.0,0.0,1.1345454545454545,0.08133033707865168,0.0,0.02,0.0624,0.0,0.0,0.11,0.0,0.34,0.2404682926829268,0.0,0.28402758620689655,0.0,0.08,0.0,0.12706909090909088,0.0,0.09805714285714286,0.0,0.0,0.1856780487804878,0.0,0.0
2020-04-26,0.2,0.0,0.06,0.43,0.17077894736842106,0.02,0.27,0.0,0.01,0.39936,0.0,0.31616,0.0,0.6656,0.0,0.0,0.17,0.0,0.27,0.1482,0.6552,0.10697142857142856,0.0,0.0,0.0,0.0,0.2016,0.20237837837837838,0.08,0.07160655737704917,0.0,0.2616774193548387,0.36,0.0,0.08769729729729729,0.36746666666666666,0.0,0.29452799999999996,0.24439999999999998,0.0,0.1839157894736842,0.0,0.07341176470588236,0.15883636363636364,0.0,0.5786181818181818,0.0,0.14806779661016947,0.13312,0.8282181818181819,0.06,0.11359999999999999,0.063648,0.0,3.269230769230769,0.0,0.0,0.31401290322580644,0.11394782608695651,0.19821176470588234,0.07341176470588236,0.0,0.11457049180327869,0.0,0.08867368421052631,0.0,0.5332363636363636,0.36191999999999996,0.0,0.0,1.0664727272727272,0.10797303370786517,0.0,0.02,0.0,0.0,0.0,0.09,0.07395555555555555,0.32,0.19176585365853657,0.0,0.35718620689655173,0.0,0.09,0.0,0.19287272727272725,0.0,0.1248,0.0,0.0,0.2100292682926829,0.0,0.0
2020-05-03,0.19,0.06408648648648647,0.06,0.42,0.2824421052631579,0.02,0.24,0.0,0.02,0.31616,0.0,0.35775999999999997,0.0,0.5304,0.0,0.0,0.16,0.0,0.23,0.21839999999999998,0.6708,0.07386122448979592,0.064896,0.0,0.0,0.0,0.30720000000000003,0.21249729729729727,0.08,0.0,0.0,0.2496,0.3888,0.07255813953488373,0.08432432432432432,0.37439999999999996,0.08274782608695651,0.36441599999999996,0.2808,0.0,0.19048421052631578,0.08617142857142857,0.07341176470588236,0.09265454545454545,0.0,0.6353454545454545,0.0,0.10576271186440676,0.06794666666666666,0.5445818181818182,0.06,0.1056,0.0,0.0,3.3076923076923075,0.0,0.0,0.34219354838709676,0.13022608695652174,0.21289411764705882,0.07341176470588236,0.0,0.11252459016393442,0.0,0.0,0.0,0.624,0.25792000000000004,0.0,0.0,0.8395636363636364,0.11358202247191011,0.0,0.01,0.0,0.0,0.0,0.11,0.0,0.35,0.14001951219512196,0.09984,0.43034482758620685,0.0,0.11,0.0,0.1542981818181818,0.0,0.1649142857142857,0.0,0.0,0.1521951219512195,0.0,0.0
2020-05-10,0.19,0.0,0.07,0.44,0.3152842105263158,0.02,0.27,0.07238399999999999,0.01,0.34944,0.0,0.35775999999999997,0.0,0.572,0.0,0.0,0.16,0.0,0.22,0.1482,0.6629999999999999,0.07640816326530613,0.0,0.0,0.0,0.0,0.25439999999999996,0.2698378378378378,0.06,0.0,0.0,0.21336774193548386,0.288,0.0899720930232558,0.07083243243243242,0.312,0.0,0.34944,0.312,0.0,0.1510736842105263,0.0,0.12235294117647058,0.0,0.0,0.5559272727272726,0.0,0.10999322033898304,0.09290666666666667,0.624,0.05,0.0,0.06864,0.0,3.269230769230769,0.0,0.0,0.38245161290322577,0.1410782608695652,0.20555294117647058,0.12235294117647058,0.0,0.1084327868852459,0.0,0.10509473684210525,0.0,0.6693818181818181,0.28287999999999996,0.0,0.0,0.9757090909090909,0.06871011235955056,0.0,0.01,0.0,0.0,0.0,0.08,0.07857777777777777,0.33,0.1552390243902439,0.0,0.28402758620689655,0.06933333333333333,0.1,0.0,0.13387636363636363,0.0,0.1248,0.0,0.0,0.1765463414634146,0.0,0.0
2020-05-17,0.18,0.07083243243243242,0.06,0.43,0.2693052631578947,0.02,0.27,0.08486400000000001,0.01,0.37439999999999996,0.0,0.3328,0.0,0.4992,0.0,0.0,0.15,0.0,0.22,0.1989,0.7644,0.0,0.0,0.0,0.0,0.0,0.2736,0.2563459459459459,0.06,0.0,0.0,0.35024516129032257,0.3312,0.11028837209302325,0.11130810810810811,0.33973333333333333,0.07189565217391304,0.39936,0.37959999999999994,0.0,0.2496,0.0,0.14192941176470586,0.0,0.0,0.6807272727272726,0.0,0.09095593220338982,0.0,0.6466909090909091,0.07,0.08639999999999999,0.0,0.0,3.1538461538461537,0.0,0.0,0.35024516129032257,0.16820869565217392,0.22023529411764703,0.14192941176470586,0.0,0.0,0.0,0.0,0.0,0.6013090909090909,0.28703999999999996,0.0,0.0,0.9643636363636363,0.08413483146067414,0.096096,0.01,0.0,0.06807272727272727,0.0,0.08,0.0,0.35,0.19785365853658538,0.08112,0.3055448275862069,0.0,0.12,0.0,0.16791272727272727,0.0,0.09582857142857143,0.0,0.0,0.23133658536585366,0.0,0.0
2020-05-24,0.18,0.0,0.05,0.41,0.2758736842105263,0.02,0.28,0.0,0.02,0.40768,0.0,0.29951999999999995,0.0,0.52,0.0,0.08672542372881356,0.17,0.0,0.22,0.156,0.585,0.0,0.0,0.0,0.0,0.0,0.2496,0.20237837837837838,0.06,0.0,0.0,0.30998709677419356,0.2784,0.0,0.0,0.3605333333333333,0.0,0.344448,0.37959999999999994,0.0,0.17734736842105261,0.0,0.0,0.09454545454545454,0.0,0.6807272727272726,0.0,0.1544135593220339,0.0,0.5672727272727273,0.1,0.0,0.0,0.0,3.1923076923076925,0.0,0.0,0.2697290322580645,0.16820869565217392,0.2349176470588235,0.0,0.0,0.08797377049180327,0.0,0.16421052631578947,0.09028085106382978,0.5559272727272726,0.27456,0.0,0.0,0.9189818181818181,0.0,0.0,0.01,0.08914285714285713,0.0,0.0,0.06,0.0,0.32,0.17959024390243902,0.0,0.23668965517241378,0.0,0.12,0.0,0.11572363636363636,0.0,0.09805714285714286,0.0,0.0,0.2161170731707317,0.0,0.0
2020-05-31,0.17,0.0,0.05,0.39,0.2561684210526316,0.02,0.23,0.0,0.02,0.37439999999999996,0.0,0.31616,0.0,0.37439999999999996,0.0,0.08672542372881356,0.16,0.0,0.21,0.1677,0.46799999999999997,0.06622040816326531,0.0,0.0,0.0,0.0,0.20639999999999997,0.18214054054054052,0.06,0.06956065573770491,0.0,0.2415483870967742,0.264,0.0,0.0995027027027027,0.2912,0.06511304347826087,0.29951999999999995,0.22879999999999998,0.0,0.14450526315789475,0.0,0.07830588235294117,0.0,0.0,0.5559272727272726,0.0,0.1311457627118644,0.0832,0.5899636363636364,0.06,0.0,0.0,0.0,2.769230769230769,0.0,0.0,0.3059612903225806,0.10852173913043478,0.1688470588235294,0.07830588235294117,0.0,0.0,0.0,0.0870315789473684,0.0,0.4538181818181818,0.23296,0.0,0.0,0.9076363636363636,0.0,0.0,0.01,0.0,0.0,0.0,0.06,0.0,0.26,0.13088780487804877,0.06864,0.18504827586206896,0.0,0.1,0.0,0.07034181818181817,0.0,0.09582857142857143,0.0,0.0,0.1765463414634146,0.0,0.0
