date,Hiking boots,Camping tents,Sleeping bags_x,Water bottles,Camping chairs,Trekking poles,Flashlights,Backpacks,Camp stoves,Tents,First aid kits,Pocket knives,GPS devices,Camping cookware,Maps,Water filters_x,Portable grills,Solar chargers,Headlamps,Climbing gear,Hiking socks,Bug repellent,Outdoor blankets,Trail snacks,Fire starters,Binoculars,Insulated jackets,Base layers,Hiking pants,Fleece jackets,Snow shoes,Camping showers,Waterproof bags,Camping towels,Hiking hats,Climbing gloves,Hydration packs,Hammocks,Sleeping pads,Waterproof pants,Ice axes,Tent stakes,Sun hats,Multi-tools,Thermal socks,Camp beds,Bike helmets,Camping mugs,Tent repair,Snow gear,Adventure kits,Emergency blankets,Camping lanterns,Cooking sets,Sunglasses,Camping pillows,Bear spray,Trail maps,Compression bags,Gaiters,Outdoor gloves,Portable speakers,Hiking gloves,Hydration bottles,Field guides,Hiking belts,Climbing ropes,Outdoor knives,Trail guides,Sleeping bags_y,Lightweight jackets,Hiking sticks,Sunblock,Portable fire pits,Emergency flares,Inflatable mats,Snow poles,Down jackets,Ropes,Ice grips,Camp showers,Trail mix,Sun shirts,GPS watches,Camp ovens,Down sleeping,Neck gaiters,Cooking grills,Freeze-dried food,Personal locators,Trail runners,Survival kits,Water filters_y,Thermals,Solar panels,Snow chains,Hiking headlamps,Hammock straps,Cooler bags,Sleeping bags}
2020-03-08,0.5119047619047619,0.1,0.13,1.1846153846153846,0.05,0.58656,0.16,1.0,0.11093333333333333,0.972972972972973,0.6502736842105262,0.12,0.31471304347826085,0.1664,131.2253296380281,0.47,0.24068571428571428,0.24497777777777777,0.06,0.09,0.04,0.07,0.07708235294117648,0.1799441860465116,0.03,0.5070422535211268,0.1337142857142857,0.02,0.11,0.04,0.06,0.15715555555555555,0.312,0.0,0.09436097560975609,0.15209999999999999,0.19165714285714286,0.14,0.2912,0.06,0.0,0.23399999999999999,0.07,0.0,0.01,0.07973333333333332,0.12,0.11572363636363636,0.10697142857142856,0.04,0.14733333333333332,0.0,0.05824,0.11166315789473684,17.059292852943653,0.0,0.06,0.14,0.13866666666666666,0.06,0.17018181818181816,0.07,0.08022857142857143,0.0,0.11309999999999999,0.0,0.21097142857142856,0.1410782608695652,0.0,0.13,0.42578823529411763,0.10982399999999999,0.11,0.0,0.0,0.0,0.0,0.04,0.55,0.0,0.0728,0.22,0.03,0.3432,0.0,0.1,0.01,0.15715555555555555,0.06528,0.0,0.32448,0.09,0.47,0.04,1.0256410256410255,0.11290322580645161,0.0,0.18303999999999998,0.02,0.13
2020-03-15,0.39285714285714285,0.08,0.11,0.8,0.03,0.42432,0.13,0.8181818181818182,0.12133333333333332,0.9459459459459459,0.6305684210526316,0.1,0.3472695652173913,0.14143999999999998,88.01698939136031,0.56,0.23177142857142857,0.30506666666666665,0.05,0.1,0.02,0.07,0.0624,0.0,0.03,0.4507042253521127,0.1248,0.01,0.06,0.02,0.06,0.1248,0.2941714285714286,0.06896842105263158,0.0,0.09359999999999999,0.1426285714285714,0.14,0.15253333333333333,0.04,0.0,0.2418,0.05,0.0,0.01,0.06413333333333332,0.12,0.05899636363636363,0.11885714285714284,0.02,0.13,0.06107234042553191,0.09984,0.1510736842105263,13.12253296380281,0.0,0.07,0.12,0.104,0.05,0.1474909090909091,0.07,0.0,0.0,0.078,0.0,0.16342857142857142,0.10309565217391303,0.0,0.11,0.1908705882352941,0.07487999999999999,0.07,0.0,0.0,0.0,0.0,0.03,0.45,0.0,0.0,0.19,0.03,0.22619999999999998,0.0,0.1,0.01,0.1063111111111111,0.0,0.0,0.25792000000000004,0.13,0.56,0.04,0.8717948717948718,0.0967741935483871,0.0,0.17472,0.01,0.11
2020-03-22,0.4166666666666667,0.08,0.1,0.6307692307692307,0.04,0.38688,0.14,0.7272727272727273,0.14213333333333333,0.918918918918919,0.47949473684210525,0.11,0.28758260869565216,0.1248,86.41668049333558,0.41,0.23177142857142857,0.22186666666666666,0.05,0.11,0.03,0.09,0.05872941176470588,0.09867906976744185,0.04,0.49295774647887325,0.0,0.02,0.07,0.03,0.04,0.060088888888888886,0.25851428571428575,0.0,0.0,0.0741,0.15154285714285712,0.17,0.2565333333333333,0.03,0.0,0.19499999999999998,0.06,0.0,0.0,0.06586666666666667,0.15,0.0,0.1664,0.02,0.13173333333333334,0.0,0.0,0.16421052631578947,13.12253296380281,0.0,0.06,0.12,0.06933333333333333,0.06,0.13614545454545454,0.07,0.0624,0.07666285714285714,0.10529999999999999,0.0,0.1129142857142857,0.1410782608695652,0.0,0.1,0.18352941176470589,0.11980799999999998,0.07,0.0,0.0,0.0,0.0,0.03,0.56,0.06399999999999999,0.0,0.18,0.03,0.2964,0.0,0.1,0.01,0.19875555555555555,0.0,0.0,0.28287999999999996,0.05,0.41,0.03,0.9487179487179487,0.03225806451612903,0.0,0.22464,0.02,0.1
2020-03-29,0.4523809523809524,0.09,0.11,0.7076923076923077,0.05,0.41184,0.14,0.7272727272727273,0.11439999999999999,1.1081081081081081,0.6174315789473684,0.1,0.27673043478260867,0.09984,84.81637159531084,0.39,0.27634285714285717,0.24035555555555554,0.04,0.1,0.03,0.1,0.0,0.1189953488372093,0.04,0.5633802816901409,0.08914285714285713,0.02,0.07,0.03,0.05,0.08782222222222222,0.2941714285714286,0.0,0.0,0.10529999999999999,0.1426285714285714,0.19,0.23573333333333332,0.04,0.0,0.20279999999999998,0.07,0.0,0.01,0.0832,0.2,0.06807272727272727,0.16045714285714285,0.01,0.08666666666666666,0.0,0.05824,0.17734736842105261,13.12253296380281,0.0,0.07,0.1,0.0832,0.14,0.21556363636363635,0.07,0.0713142857142857,0.0,0.0897,0.0,0.16937142857142856,0.13022608695652174,0.0,0.11,0.2349176470588235,0.13478400000000001,0.08,0.09092571428571428,0.0,0.0,0.0,0.03,0.6,0.0,0.0,0.19,0.04,0.312,0.0,0.1,0.07,0.2634666666666667,0.0,0.0,0.2912,0.04,0.39,0.03,1.0256410256410255,0.016129032258064516,0.0,0.36607999999999996,0.02,0.11
2020-04-05,0.4642857142857143,0.1,0.11,0.7230769230769231,0.07,0.46176,0.14,0.7272727272727273,0.18373333333333333,1.054054054054054,0.40067368421052635,0.12,0.28758260869565216,0.14143999999999998,89.61729828938505,0.4,0.36548571428571425,0.1895111111111111,0.05,0.1,0.03,0.13,0.09910588235294117,0.1131906976744186,0.05,0.6197183098591549,0.08914285714285713,0.02,0.08,0.02,0.03,0.10168888888888888,0.3209142857142857,0.0,0.07000975609756098,0.0741,0.19165714285714286,0.27,0.2634666666666667,0.04,0.0,0.28859999999999997,0.09,0.0,0.0,0.06933333333333333,0.28,0.0,0.18422857142857144,0.02,0.0832,0.0,0.07487999999999999,0.2561684210526316,15.74703955656337,0.0,0.06,0.12,0.09706666666666666,0.22,0.23825454545454544,0.08,0.07428571428571429,0.0,0.1482,0.0,0.16045714285714285,0.1519304347826087,0.0,0.11,0.18352941176470589,0.14476799999999998,0.1,0.05883428571428571,0.0,0.05865599999999999,0.0,0.03,0.61,0.0,0.0,0.2,0.04,0.3432,0.0,0.11,0.12,0.3143111111111111,0.07296,0.0,0.25792000000000004,0.04,0.4,0.04,1.0512820512820513,0.03225806451612903,0.0,0.5740799999999999,0.02,0.11
2020-04-12,0.4880952380952381,0.11,0.12,0.6923076923076923,0.07,0.36191999999999996,0.16,0.7272727272727273,0.15946666666666665,0.9459459459459459,0.4663578947368421,0.14,0.22789565217391303,0.14975999999999998,86.41668049333558,0.37,0.36548571428571425,0.2311111111111111,0.06,0.11,0.03,0.12,0.0,0.1480186046511628,0.04,0.647887323943662,0.0624,0.02,0.08,0.03,0.04,0.07857777777777777,0.30308571428571424,0.0,0.07914146341463414,0.0702,0.1470857142857143,0.26,0.2565333333333333,0.04,0.0,0.3198,0.1,0.0,0.01,0.06933333333333333,0.29,0.05672727272727272,0.14857142857142858,0.02,0.09359999999999999,0.0531063829787234,0.09984,0.23646315789473682,17.059292852943653,0.0,0.06,0.13,0.0,0.22,0.2269090909090909,0.08,0.0624,0.0,0.10529999999999999,0.0,0.18125714285714284,0.15735652173913042,0.0,0.12,0.24225882352941175,0.079872,0.1,0.09984,0.0,0.0,0.0,0.03,0.63,0.0,0.0624,0.21,0.04,0.3432,0.0,0.1,0.11,0.2773333333333333,0.0576,0.0,0.27456,0.04,0.37,0.04,1.1025641025641026,0.016129032258064516,0.0,0.416,0.02,0.12
2020-04-19,0.5833333333333334,0.14,0.13,0.8,0.09,0.39936,0.15,0.9090909090909091,0.15253333333333333,1.1891891891891893,0.3678315789473684,0.14,0.3418434782608696,0.1456,92.81791608543449,0.39,0.4546285714285714,0.30968888888888885,0.05,0.11,0.04,0.16,0.15783529411764705,0.13350697674418602,0.04,0.676056338028169,0.08914285714285713,0.01,0.09,0.03,0.04,0.15253333333333333,0.44571428571428573,0.0,0.1217560975609756,0.0819,0.21394285714285713,0.28,0.28426666666666667,0.04,0.0,0.38999999999999996,0.11,0.0,0.01,0.09186666666666667,0.34,0.07487999999999999,0.21394285714285713,0.02,0.08666666666666666,0.0,0.11648,0.2561684210526316,18.371546149323933,0.0,0.07,0.14,0.11093333333333333,0.22,0.21556363636363635,0.1,0.05942857142857142,0.0,0.11309999999999999,0.0,0.1961142857142857,0.22246956521739128,0.0,0.13,0.19821176470588234,0.14476799999999998,0.12,0.0624,0.0,0.054911999999999996,0.0,0.02,0.67,0.0672,0.0702,0.19,0.05,0.37439999999999996,0.0,0.11,0.1,0.3189333333333333,0.05568,0.0,0.37439999999999996,0.02,0.39,0.04,1.1538461538461537,0.016129032258064516,0.0,0.39936,0.03,0.13
2020-04-26,0.5952380952380952,0.17,0.14,0.7692307692307693,0.12,0.54912,0.17,0.9090909090909091,0.156,1.2972972972972974,0.3678315789473684,0.14,0.31471304347826085,0.17056,100.81946057555817,0.42,0.5616,0.25884444444444443,0.06,0.11,0.04,0.23,0.0844235294117647,0.19445581395348838,0.04,0.7183098591549296,0.0713142857142857,0.02,0.11,0.03,0.04,0.13866666666666666,0.41897142857142855,0.0607578947368421,0.12784390243902438,0.078,0.1649142857142857,0.36,0.32586666666666664,0.05,0.0,0.37439999999999996,0.14,0.0,0.0,0.09706666666666666,0.35,0.08622545454545454,0.21988571428571427,0.01,0.07106666666666667,0.0,0.0,0.32185263157894733,22.308306038464774,0.0,0.07,0.15,0.09013333333333333,0.23,0.2269090909090909,0.11,0.06537142857142857,0.0,0.1638,0.0,0.20205714285714285,0.16278260869565217,0.0,0.14,0.28630588235294113,0.194688,0.15,0.08201142857142857,0.0,0.0,0.0,0.02,0.64,0.0,0.104,0.22,0.06,0.507,0.0,0.11,0.1,0.3790222222222222,0.09984,0.0,0.40768,0.03,0.42,0.04,1.2307692307692308,0.016129032258064516,0.0,0.63232,0.03,0.14
2020-05-03,0.6309523809523809,0.2,0.14,0.8307692307692308,0.15,0.5990399999999999,0.15,0.9090909090909091,0.19413333333333332,1.5135135135135136,0.5583157894736842,0.15,0.49377391304347823,0.19552,105.62038726963237,0.38,0.6150857142857142,0.2958222222222222,0.06,0.1,0.04,0.25,0.09543529411764705,0.12189767441860463,0.04,0.7605633802816901,0.08914285714285713,0.02,0.1,0.02,0.04,0.08782222222222222,0.41005714285714284,0.0,0.1826341463414634,0.10529999999999999,0.2629714285714286,0.44,0.36746666666666666,0.04,0.0,0.46799999999999997,0.15,0.0,0.01,0.11266666666666666,0.39,0.06580363636363636,0.26148571428571427,0.01,0.0884,0.05576170212765957,0.1248,0.2496,24.932812631225335,0.0713142857142857,0.08,0.17,0.06933333333333333,0.23,0.17018181818181816,0.12,0.09211428571428572,0.0,0.1326,0.0,0.16045714285714285,0.20076521739130435,0.0,0.14,0.26428235294117647,0.189696,0.18,0.09449142857142856,0.0,0.0,0.0,0.02,0.67,0.06079999999999999,0.0754,0.22,0.07,0.43679999999999997,0.0,0.1,0.1,0.3975111111111111,0.09408,0.0,0.50752,0.03,0.38,0.04,1.2307692307692308,0.016129032258064516,0.0,0.5824,0.03,0.14
2020-05-10,0.7261904761904762,0.22,0.17,0.8307692307692308,0.16,0.624,0.16,1.0,0.18373333333333333,1.5945945945945945,0.38096842105263157,0.15,0.32556521739130434,0.22047999999999998,105.62038726963237,0.38,0.7042285714285714,0.37439999999999996,0.07,0.11,0.06,0.24,0.1248,0.1422139534883721,0.03,0.7464788732394366,0.0713142857142857,0.02,0.13,0.02,0.04,0.208,0.40114285714285713,0.0,0.08522926829268293,0.0819,0.2273142857142857,0.66,0.3536,0.05,0.0,0.5147999999999999,0.15,0.0,0.01,0.10053333333333334,0.39,0.0975709090909091,0.2674285714285714,0.01,0.11439999999999999,0.07434893617021276,0.14698666666666665,0.22332631578947368,23.620559334845055,0.0,0.09,0.17,0.06933333333333333,0.23,0.23825454545454544,0.12,0.104,0.0,0.1404,0.0,0.21394285714285713,0.18991304347826088,0.0,0.17,0.35971764705882353,0.194688,0.17,0.10340571428571428,0.0,0.05990399999999999,0.0,0.03,0.7,0.0,0.11699999999999999,0.21,0.06,0.5538,0.0,0.11,0.11,0.38826666666666665,0.07487999999999999,0.0,0.46592,0.03,0.38,0.04,1.2820512820512822,0.016129032258064516,0.0,0.69056,0.04,0.17
2020-05-17,0.7857142857142857,0.26,0.19,0.8769230769230769,0.2,0.7487999999999999,0.16,1.0909090909090908,0.21493333333333334,1.972972972972973,0.42694736842105263,0.15,0.4015304347826087,0.21631999999999998,104.02007837160764,0.37,0.8914285714285715,0.38826666666666665,0.06,0.11,0.05,0.28,0.19454117647058822,0.17413953488372091,0.04,0.6901408450704225,0.0,0.02,0.13,0.02,0.05,0.25884444444444443,0.6596571428571428,0.0,0.16437073170731709,0.11309999999999999,0.2852571428571428,0.59,0.45759999999999995,0.05,0.0,0.4836,0.18,0.0,0.0,0.11266666666666666,0.39,0.08395636363636363,0.34468571428571426,0.02,0.11786666666666666,0.07965957446808511,0.15530666666666665,0.19705263157894737,24.932812631225335,0.11382857142857142,0.11,0.19,0.1248,0.2,0.2269090909090909,0.13,0.06834285714285715,0.0,0.11699999999999999,0.0,0.1961142857142857,0.20619130434782607,0.07817142857142857,0.19,0.2349176470588235,0.23462399999999997,0.2,0.05883428571428571,0.0,0.0,0.0,0.02,0.67,0.0,0.11439999999999999,0.23,0.07,0.46799999999999997,0.0,0.11,0.09,0.3512888888888889,0.12096,0.0,0.44928,0.02,0.37,0.04,1.1282051282051282,0.016129032258064516,0.0,0.624,0.04,0.19
