date,Dumbbells,Yoga mats,Resistance bands,Kettlebells,Treadmills,Jump ropes,Protein powder,Exercise balls,Weight plates,Rowing machines,Workout bench,Pull-up bars_x,Foam rollers_x,Athletic shoes,Yoga blocks,Fitness trackers,Gym gloves,Water bottles,Exercise bikes,Ankle weights,Cross trainers,Pilates ring,Pull-up bars_y,Foam rollers_y,Fitness DVD,Sports bags,Weighted vests,Squat racks,Yoga straps,Punching bags,Heart rate monitors,Power racks,Fitness gear,Toning bands,Stretch bands,Aerobics step,Ab rollers,Bumper plates,Skipping rope,Workout charts,Sandbags,Kettle balls,Ab toners,Fitness apps,Dumbbell sets,Stability balls,Mini bands,Workout clothes,Agility cones,Workout tops,Yoga towels,Glute bands,Parallette bars,Adjustable dumbbells,Barbell pads,Wrist wraps,Medicine balls,Ellipticals,Stretch mats,Home gym sets,Athletic socks,Exercise gloves,Cardio machines,Gym mats,Weighted gloves,High protein snacks,Yoga wheels,Rower machines,Exercise slides,Ab straps,Multi-gym,Plyo boxes,Slam balls,Dumbbell racks,Gym chalk,Weight lifting belts,Jumping mat,Gym water bottles,Arm blasters,Running shoes,Personal scales,Workout planners,Battle ropes
2020-03-15,2.7083333333333335,0.13,1.0727272727272728,0.24,0.39,0.6013090909090909,1.2222222222222223,0.2773333333333333,0.22,0.04,0.31,0.0,0.416,0.17,0.04,0.02040816326530612,0.39936,0.8620689655172413,0.12,0.12,0.429,0.3009882352941176,0.0,0.416,0.208,0.36548571428571425,0.1404,0.7147636363636364,0.0,0.041600000000000005,0.21724444444444443,0.5663999999999999,0.15,0.0,0.4446,0.44571428571428573,0.0,0.16,0.312,0.0,0.11904761904761904,0.0,0.0,0.12,0.08,0.0,0.32901818181818177,0.19,0.0,0.04,0.10309565217391303,0.25851428571428575,0.0,0.53,0.0,0.04,0.3328,0.6115200000000001,0.0,0.19225945945945946,0.0256,0.0,0.34603636363636364,0.11,0.16110545454545455,0.04,0.0,0.12942222222222222,0.1456,0.0,0.1619027027027027,0.104,0.09889811320754717,0.0,0.22186666666666666,0.07395555555555555,0.0,0.0,0.0,1.9545454545454546,0.0,0.0,0.0576
2020-03-22,3.6666666666666665,0.16,1.7818181818181817,0.3,0.43,0.8168727272727273,1.2222222222222223,0.4298666666666667,0.49,0.06,0.4,0.0,0.43679999999999997,0.19,0.06,0.02040816326530612,0.07487999999999999,0.7413793103448276,0.12,0.16,0.4446,0.46249411764705883,0.0,0.43679999999999997,0.23447272727272728,0.40114285714285713,0.1599,0.9757090909090909,0.0705391304347826,0.064,0.25884444444444443,0.7392,0.19,0.0,0.6474,0.8914285714285715,0.11166315789473684,0.28,0.3857454545454545,0.0,0.11904761904761904,0.077376,0.0,0.14,0.17,0.0,0.44247272727272724,0.27,0.0,0.05,0.10309565217391303,0.3298285714285714,0.0,0.63,0.0,0.03,0.4784,0.71136,0.0,0.3372972972972973,0.0352,0.0,0.38007272727272723,0.15,0.16337454545454544,0.04,0.0,0.11555555555555555,0.16986666666666667,0.08165925925925926,0.3372972972972973,0.17564444444444444,0.13657358490566038,0.0,0.15253333333333333,0.0,0.12311351351351352,0.0,0.0,2.5,0.0,0.0,0.0672
2020-03-29,4.166666666666667,0.16,1.8181818181818181,0.3,0.54,1.0664727272727272,1.4444444444444444,0.36515555555555557,0.58,0.06,0.45,0.0,0.39519999999999994,0.19,0.08,0.02040816326530612,0.21216,0.8103448275862069,0.15,0.19,0.3666,0.5212235294117648,0.0,0.39519999999999994,0.2231272727272727,0.43679999999999997,0.2808,1.1345454545454545,0.11033043478260869,0.0704,0.3189333333333333,0.96,0.2,0.0705391304347826,0.5538,0.7844571428571429,0.10345263157894737,0.31,0.5672727272727273,0.0,0.14285714285714285,0.07487999999999999,0.0,0.12,0.15,0.0,0.5332363636363636,0.3,0.0,0.06,0.08862608695652174,0.42788571428571426,0.1808695652173913,0.7,0.0,0.04,0.5147999999999999,0.76128,0.0,0.3271783783783783,0.0384,0.08666666666666666,0.3517090909090909,0.14,0.16564363636363638,0.06,0.0,0.2311111111111111,0.10746666666666667,0.15407407407407406,0.30694054054054054,0.21493333333333334,0.18602264150943393,0.10319999999999999,0.1479111111111111,0.0,0.10456216216216216,0.0,0.0,2.8181818181818183,0.0,0.0,0.08
2020-04-05,3.8333333333333335,0.18,1.7272727272727273,0.27,0.63,1.1005090909090909,1.7407407407407407,0.3928888888888889,0.52,0.06,0.42,0.0,0.4645333333333333,0.22,0.1,0.02040816326530612,0.18719999999999998,0.7931034482758621,0.14,0.2,0.5226,0.4992,0.0,0.4645333333333333,0.15883636363636364,0.34765714285714283,0.31589999999999996,0.9303272727272727,0.16097391304347825,0.064,0.3790222222222222,0.7392,0.2,0.0,0.7722,0.7666285714285714,0.09031578947368421,0.29,0.4935272727272727,0.0,0.14285714285714285,0.08860799999999999,0.0,0.13,0.08,0.076128,0.4992,0.37,0.098592,0.07,0.0,0.44571428571428573,0.07234782608695652,0.74,0.0,0.04,0.48879999999999996,0.71136,0.0,0.19225945945945946,0.044800000000000006,0.0832,0.38007272727272723,0.13,0.1316072727272727,0.06,0.0,0.14328888888888888,0.156,0.11093333333333333,0.2597189189189189,0.1895111111111111,0.23547169811320753,0.24,0.08782222222222222,0.06933333333333333,0.15515675675675675,0.0,0.0,3.409090909090909,0.0,0.0,0.08320000000000001
2020-04-12,3.6666666666666665,0.19,1.5454545454545454,0.25,0.69,1.1232,1.7407407407407407,0.21724444444444443,0.46,0.06,0.4,0.0,0.5408,0.25,0.09,0.04081632653061224,0.16224,0.7758620689655172,0.16,0.23,0.5771999999999999,0.5652705882352941,0.0,0.5408,0.20421818181818183,0.4992,0.2847,0.8395636363636364,0.13022608695652174,0.08,0.3512888888888889,0.8064,0.2,0.07325217391304348,0.702,0.8914285714285715,0.11823157894736841,0.34,0.5048727272727273,0.0,0.14285714285714285,0.0,0.0,0.11,0.08,0.069888,0.5275636363636363,0.43,0.0,0.07,0.0,0.42788571428571426,0.16278260869565217,0.6,0.0,0.04,0.45759999999999995,0.69888,0.0,0.22261621621621622,0.044800000000000006,0.1248,0.36872727272727274,0.13,0.15202909090909092,0.07,0.066144,0.2103111111111111,0.21493333333333334,0.10168888888888888,0.20575135135135134,0.1895111111111111,0.14128301886792452,0.1296,0.13404444444444444,0.08782222222222222,0.12817297297297295,0.0,0.0,3.772727272727273,0.0,0.0,0.08960000000000001
2020-04-19,3.125,0.2,1.3818181818181818,0.24,0.56,1.1345454545454545,2.111111111111111,0.4483555555555555,0.41,0.06,0.37,0.0,0.5616,0.28,0.08,0.04081632653061224,0.14351999999999998,0.8793103448275862,0.15,0.26,0.5538,0.6460235294117647,0.0,0.5616,0.15883636363636364,0.4992,0.30419999999999997,0.8168727272727273,0.1248,0.0736,0.37439999999999996,0.5568,0.18,0.07867826086956521,0.7799999999999999,0.8201142857142857,0.09359999999999999,0.27,0.5162181818181818,0.0,0.14285714285714285,0.064896,0.0,0.1,0.06,0.0,0.5105454545454545,0.47,0.063648,0.09,0.12118260869565217,0.43679999999999997,0.09947826086956521,0.5,0.0,0.04,0.39519999999999994,0.8735999999999999,0.0,0.17539459459459458,0.0576,0.0832,0.32334545454545455,0.13,0.19060363636363636,0.08,0.0,0.15484444444444442,0.2634666666666667,0.11093333333333333,0.20237837837837838,0.2311111111111111,0.12244528301886792,0.1152,0.1664,0.09013333333333333,0.13997837837837837,0.0,0.0,4.136363636363637,0.0,0.0,0.08320000000000001
2020-04-26,3.0833333333333335,0.2,1.2545454545454546,0.23,0.63,1.1005090909090909,2.1481481481481484,0.35591111111111107,0.42,0.05,0.34,0.0,0.624,0.27,0.09,0.04081632653061224,0.23088,0.7931034482758621,0.15,0.24,0.5459999999999999,0.7341176470588235,0.0,0.624,0.1399272727272727,0.6953142857142857,0.28859999999999997,0.7261090909090909,0.15012173913043478,0.0736,0.30044444444444446,0.7007999999999999,0.15,0.0,0.585,0.8111999999999999,0.08867368421052631,0.3,0.4765090909090909,0.0,0.11904761904761904,0.0,0.0,0.11,0.07,0.0,0.4765090909090909,0.47,0.0,0.1,0.0,0.40114285714285713,0.09043478260869565,0.45,0.0,0.04,0.37439999999999996,0.77376,0.0,0.1484108108108108,0.054400000000000004,0.0,0.3914181818181818,0.13,0.16337454545454544,0.09,0.0,0.1248,0.1768,0.12325925925925925,0.1248,0.15253333333333333,0.12950943396226414,0.144,0.16177777777777777,0.07395555555555555,0.11468108108108108,0.0,0.0,4.045454545454546,0.0,0.0,0.0992
2020-05-03,2.7083333333333335,0.18,1.1090909090909091,0.21,0.56,0.9643636363636363,2.111111111111111,0.3189333333333333,0.38,0.06,0.3,0.0,0.5616,0.26,0.09,0.04081632653061224,0.26832,0.8448275862068966,0.15,0.24,0.6474,0.6093176470588235,0.0,0.5616,0.25338181818181815,0.6329142857142857,0.3822,0.5445818181818182,0.16278260869565217,0.0704,0.3790222222222222,0.5087999999999999,0.14,0.0,0.5694,0.6061714285714285,0.09359999999999999,0.27,0.4197818181818182,0.0,0.11904761904761904,0.0,0.0,0.1,0.06,0.0,0.5502545454545454,0.46,0.082368,0.09,0.0,0.33428571428571424,0.1248,0.43,0.0,0.04,0.42119999999999996,0.7862399999999999,0.0,0.10793513513513514,0.064,0.11093333333333333,0.33469090909090904,0.11,0.1769890909090909,0.08,0.0,0.16177777777777777,0.18719999999999998,0.0,0.07757837837837837,0.15484444444444442,0.1248,0.14159999999999998,0.208,0.08782222222222222,0.07083243243243242,0.0,0.0,4.454545454545454,0.07487999999999999,0.0,0.08
2020-05-10,2.7916666666666665,0.16,1.0,0.21,0.47,1.021090909090909,2.185185185185185,0.4437333333333333,0.36,0.06,0.31,0.0,0.4992,0.27,0.09,0.04081632653061224,0.47423999999999994,0.8793103448275862,0.15,0.2,0.6629999999999999,0.594635294117647,0.0,0.4992,0.18152727272727273,0.5170285714285715,0.2457,0.5786181818181818,0.1248,0.0672,0.32355555555555554,0.576,0.15,0.0,0.5616,0.6953142857142857,0.09031578947368421,0.27,0.5218909090909091,0.0,0.14285714285714285,0.0,0.0,0.1,0.06,0.08736,0.5672727272727273,0.43,0.076128,0.09,0.0832,0.2852571428571428,0.07234782608695652,0.44,0.0,0.05,0.3432,0.82368,0.0,0.1382918918918919,0.064,0.0,0.28363636363636363,0.11,0.06580363636363636,0.09,0.0,0.14097777777777776,0.18719999999999998,0.07703703703703703,0.08095135135135136,0.15022222222222223,0.2119245283018868,0.16319999999999998,0.18026666666666666,0.0,0.1382918918918919,0.0,0.0,4.545454545454546,0.079872,0.0,0.0864
2020-05-17,2.6666666666666665,0.16,0.8909090909090909,0.2,0.47,0.9416727272727273,2.074074074074074,0.3975111111111111,0.38,0.05,0.3,0.0,0.5893333333333333,0.28,0.08,0.04081632653061224,0.52416,0.8793103448275862,0.15,0.19,0.624,0.5652705882352941,0.0,0.5893333333333333,0.1853090909090909,0.6507428571428572,0.2457,0.4765090909090909,0.09043478260869565,0.0672,0.3143111111111111,0.5087999999999999,0.14,0.0,0.5226,0.5348571428571428,0.10181052631578946,0.27,0.4992,0.0,0.14285714285714285,0.0,0.0,0.1,0.05,0.0,0.5445818181818182,0.43,0.066144,0.09,0.0705391304347826,0.3387428571428571,0.0,0.43,0.0,0.05,0.37959999999999994,0.7238399999999999,0.0,0.1349189189189189,0.064,0.14213333333333333,0.36872727272727274,0.12,0.20421818181818183,0.09,0.0,0.11093333333333333,0.14213333333333333,0.0,0.11805405405405404,0.1733333333333333,0.1342188679245283,0.0696,0.2311111111111111,0.1063111111111111,0.15178378378378377,0.0,0.0,4.363636363636363,0.0,0.0,0.0768
2020-05-24,2.5,0.15,0.8909090909090909,0.23,0.42,0.9189818181818181,2.1481481481481484,0.30044444444444446,0.36,0.05,0.3,0.0,0.52,0.27,0.08,0.04081632653061224,0.43679999999999997,0.9482758620689655,0.13,0.19,0.7176,0.4331294117647059,0.0,0.52,0.15127272727272728,0.6774857142857142,0.28859999999999997,0.39709090909090905,0.11033043478260869,0.064,0.34204444444444443,0.4512,0.14,0.0,0.507,0.5705142857142856,0.07225263157894737,0.25,0.4197818181818182,0.0,0.14285714285714285,0.076128,0.0,0.1,0.05,0.0,0.5275636363636363,0.45,0.104832,0.12,0.0832,0.20502857142857142,0.08862608695652174,0.41,0.0,0.04,0.41079999999999994,0.624,0.0,0.12142702702702703,0.0736,0.09879999999999999,0.2949818181818182,0.11,0.17245090909090907,0.09,0.0,0.10168888888888888,0.18026666666666666,0.0,0.07083243243243242,0.09706666666666666,0.16483018867924526,0.0,0.2126222222222222,0.08088888888888889,0.10118918918918919,0.0,0.0,4.136363636363637,0.0,0.0,0.08320000000000001
2020-05-31,2.0416666666666665,0.12,0.7454545454545455,0.18,0.36,0.7828363636363636,1.8888888888888888,0.34204444444444443,0.3,0.05,0.24,0.0,0.47146666666666665,0.26,0.06,0.04081632653061224,0.29951999999999995,1.3620689655172413,0.13,0.15,0.5771999999999999,0.3523764705882353,0.0,0.47146666666666665,0.09832727272727272,0.5794285714285714,0.20279999999999998,0.3517090909090909,0.10671304347826087,0.064,0.2680888888888889,0.36479999999999996,0.12,0.0,0.3978,0.43679999999999997,0.0,0.2,0.4311272727272727,0.0,0.16666666666666666,0.0,0.0,0.1,0.04,0.0,0.36305454545454546,0.38,0.0,0.1,0.06330434782608696,0.22285714285714286,0.0,0.35,0.0,0.04,0.3224,0.53664,0.0,0.06745945945945946,0.0608,0.0,0.312,0.1,0.1792581818181818,0.08,0.0,0.06933333333333333,0.12826666666666664,0.07703703703703703,0.09444324324324324,0.104,0.1436377358490566,0.0648,0.22648888888888888,0.0832,0.12817297297297295,0.0,0.0,3.909090909090909,0.0,0.0,0.0672
2020-06-07,2.125,0.13,0.7454545454545455,0.17,0.38,0.8282181818181819,2.111111111111111,0.3836444444444444,0.3,0.05,0.26,0.0,0.4922666666666667,0.26,0.05,0.04081632653061224,0.46799999999999997,1.0862068965517242,0.13,0.16,0.6941999999999999,0.3156705882352941,0.0,0.4922666666666667,0.11345454545454545,0.6507428571428572,0.1833,0.3857454545454545,0.11756521739130434,0.0672,0.3466666666666666,0.36479999999999996,0.14,0.0,0.4446,0.5348571428571428,0.0870315789473684,0.21,0.5162181818181818,0.0,0.14285714285714285,0.076128,0.0,0.11,0.04,0.0,0.4254545454545454,0.4,0.0,0.11,0.09224347826086955,0.18719999999999998,0.12841739130434782,0.34,0.0,0.05,0.338,0.5616,0.0,0.09781621621621621,0.0672,0.0,0.2893090909090909,0.1,0.14522181818181817,0.09,0.0,0.09937777777777777,0.12826666666666664,0.06779259259259258,0.09781621621621621,0.09937777777777777,0.12950943396226414,0.0,0.19413333333333332,0.11786666666666666,0.10456216216216216,0.0,0.0,3.772727272727273,0.0,0.0,0.064
2020-06-14,2.125,0.14,0.7090909090909091,0.18,0.36,0.8735999999999999,2.185185185185185,0.36977777777777776,0.3,0.06,0.27,0.0,0.5408,0.23,0.05,0.04081632653061224,0.38064,1.0344827586206897,0.11,0.16,0.6083999999999999,0.38908235294117643,0.0,0.5408,0.17774545454545454,0.6596571428571428,0.1989,0.3517090909090909,0.0976695652173913,0.0672,0.33742222222222223,0.37439999999999996,0.14,0.0705391304347826,0.45239999999999997,0.5526857142857143,0.13301052631578947,0.21,0.39709090909090905,0.0,0.11904761904761904,0.0,0.0,0.09,0.05,0.0,0.3403636363636363,0.39,0.0,0.1,0.11394782608695651,0.12925714285714288,0.0,0.36,0.0,0.05,0.3016,0.64896,0.0,0.0,0.0576,0.0,0.2779636363636363,0.08,0.21329454545454543,0.09,0.0,0.09013333333333333,0.0,0.09706666666666666,0.08432432432432432,0.11555555555555555,0.13657358490566038,0.1152,0.22186666666666666,0.1456,0.10118918918918919,0.0,0.0,3.8181818181818183,0.0,0.0,0.0608
