date,Notebooks,Pens,Pencils,Markers,Highlighters,Sticky notes,Planners,Journals,Sketchbooks,Erasers_x,Pencil sharpeners,Paper clips,Staplers,Scissors,Glue sticks,Rulers,Folders,Binders,Binder clips,Washi tape,Desk organizers,File folders,Envelopes,Greeting cards,Postcards,Stamps_x,Ink pads,Stickers,Printer paper,Cardstock,Index cards,Hole punchers,Calculator,Correction tape,White-out,Clipboards,Rubber bands,Thumbtacks,Push pins,Chalk,Chalkboard markers,Calligraphy pens,Brush pens,Gel pens,Fountain pens,Paint pens,Ballpoint pens,Rollerball pens,Felt-tip pens,Pencil cases,Crayons,Colored pencils,Acrylic paint,Watercolor paint,Oil paint,Paint brushes,Canvas boards,Artist paper,Tracing paper,Graph paper,Construction paper,Craft glue,Double-sided tape,Masking tape,Packing tape,Drawing pencils,Sketching pencils,Art kits,Craft scissors,Glitter,Stamps_y,Envelope seals,Planner stickers,Bullet journals,Weekly planners,Monthly planners,Sticky flags,Page markers,Desk mats,Mouse pads,Dry-erase boards,Whiteboards,Erasers_y,Magnets,Corkboards,Magnetic boards,Desk trays,Desk clocks,Wall calendars,Desk calendars,Journaling stencils,Memo pads,Daily planners,Schedule books,Appointment books,Business cards,ID holders,Post-it notes,Label makers,Letter openers
2019-12-29,0.38,3.05,0.9705882352941176,1.71875,0.08,0.17,1.1363636363636365,0.63,0.37439999999999996,0.1,0.104,0.06,0.37439999999999996,1.2857142857142858,0.07,0.23,1.2083333333333333,0.26,0.4992,0.14,0.31679999999999997,0.16,0.7692307692307693,0.41,0.36,14.43478626018309,0.2496,6.0,0.49,0.33,0.06,0.0,179.57150371519634,0.1352,0.0,0.5285647058823529,0.3020833333333333,0.17971199999999998,0.0576,2.0,0.19413333333333332,0.96,0.11,0.16,0.09,0.1,0.5616,0.2100292682926829,0.0,0.28363636363636363,0.41,0.24,1.0204081632653061,0.1,0.56,0.21,0.15092093023255812,0.04,0.7487999999999999,0.19,0.09,0.50752,0.10644705882352941,0.1,0.08,0.6864,0.16,0.07,0.1129142857142857,5.2631578947368425,14.43478626018309,0.0,0.14,0.7799999999999999,0.416,0.416,0.0,0.0,0.17382857142857142,0.08,0.0,0.5616,0.1,1.0666666666666667,0.0,0.156,0.09577674418604651,0.11039999999999998,0.12,0.6864,0.0,0.0,0.7047529411764706,0.08,0.17768135593220338,1.2745098039215685,0.15883636363636364,0.0,0.11674838709677418,0.0
2020-01-05,0.53,3.2,0.9411764705882353,1.875,0.1,0.27,0.9659090909090909,0.72,0.43056,0.12,0.1733333333333333,0.09,0.36746666666666666,1.2857142857142858,0.08,0.39,1.2291666666666667,0.36,0.624,0.12,0.2592,0.2,0.7472527472527473,0.33,0.39,15.74703955656337,0.3312,5.428571428571429,0.53,0.35,0.08,0.07926486486486485,262.4506592760562,0.22879999999999998,0.0,0.5726117647058823,0.3333333333333333,0.1248,0.0608,1.95,0.15946666666666665,0.8351999999999999,0.09,0.17,0.09,0.09,0.6507428571428572,0.2069853658536585,0.0,0.3857454545454545,0.48,0.23,0.9591836734693877,0.12,0.51,0.2,0.1131906976744186,0.03,0.8735999999999999,0.41,0.13,0.38272,0.13948235294117647,0.13,0.08,0.6968,0.19519999999999998,0.06,0.08022857142857143,3.8421052631578947,15.74703955656337,0.0832,0.11,0.4914,0.31616,0.25376,0.0,0.0,0.11588571428571429,0.08,0.0,0.6115200000000001,0.12,1.1833333333333333,0.0,0.2652,0.1131906976744186,0.108,0.07,0.40213333333333334,0.0,0.0,0.5579294117647059,0.08,0.12056949152542372,1.7058823529411764,0.31389090909090905,0.11786666666666666,0.2979096774193548,0.0
2020-01-12,0.51,5.0,1.0441176470588236,1.875,0.11,0.28,0.8295454545454546,0.68,0.46176,0.14,0.208,0.09,0.39519999999999994,1.3333333333333333,0.08,0.42,1.375,0.36,0.7098,0.13,0.2448,0.19,0.989010989010989,0.3,0.39,15.74703955656337,0.3408,5.642857142857143,0.56,0.38,0.1,0.0,286.6237463146403,0.15946666666666665,0.0,0.5872941176470589,0.34375,0.18470399999999998,0.064,1.95,0.20106666666666667,0.6624,0.07,0.17,0.09,0.1,0.6329142857142857,0.17350243902439022,0.0,0.40843636363636365,0.51,0.25,0.8571428571428571,0.12,0.51,0.21,0.16253023255813953,0.03,0.86112,0.41,0.15,0.39936,0.08075294117647058,0.13,0.09,0.8111999999999999,0.15039999999999998,0.06,0.10994285714285713,3.8421052631578947,15.74703955656337,0.1248,0.09,0.3666,0.19968,0.23711999999999997,0.0,0.09933061224489795,0.20057142857142857,0.09,0.0,0.5990399999999999,0.14,1.1666666666666667,0.0,0.16535999999999998,0.08706976744186046,0.096,0.05,0.24266666666666664,0.0,0.0,0.34503529411764705,0.07,0.12056949152542372,1.803921568627451,0.2722909090909091,0.17564444444444444,0.4025806451612903,0.09031578947368421
2020-01-19,0.45,3.75,1.0147058823529411,1.8125,0.1,0.27,0.6818181818181818,0.75,0.37439999999999996,0.15,0.13173333333333334,0.09,0.36746666666666666,1.380952380952381,0.07,0.38,1.3333333333333333,0.34,0.5771999999999999,0.12,0.30720000000000003,0.19,1.032967032967033,0.31,0.38,14.43478626018309,0.2304,5.642857142857143,0.57,0.39,0.09,0.0,265.9039574244253,0.18373333333333333,0.0,0.5726117647058823,0.3645833333333333,0.22464,0.0608,2.0,0.13173333333333334,0.6816,0.07,0.16,0.09,0.1,0.6507428571428572,0.22829268292682928,0.0,0.44247272727272724,0.52,0.22,1.0204081632653061,0.1,0.57,0.2,0.1306046511627907,0.04,0.8735999999999999,0.35,0.15,0.38272,0.1468235294117647,0.14,0.08,0.7591999999999999,0.11839999999999999,0.05,0.10994285714285713,3.789473684210526,14.43478626018309,0.1890909090909091,0.08,0.312,0.12896000000000002,0.15392,0.0,0.10187755102040816,0.17828571428571427,0.07,0.0,0.67392,0.15,1.2166666666666666,0.0,0.19032,0.07836279069767442,0.1488,0.03,0.15946666666666665,0.0,0.0,0.26428235294117647,0.06,0.1269152542372881,1.7450980392156863,0.23447272727272728,0.0,0.22141935483870967,0.14122105263157894
2020-01-26,0.43,3.35,0.9852941176470589,1.75,0.1,0.27,0.6136363636363636,0.77,0.39311999999999997,0.14,0.22879999999999998,0.09,0.42293333333333333,1.2857142857142858,0.09,0.5,1.3541666666666667,0.32,0.6083999999999999,0.11,0.168,0.19,0.9120879120879121,0.3,0.39,14.43478626018309,0.32639999999999997,5.5,0.54,0.38,0.09,0.10624864864864864,296.98364075974774,0.25306666666666666,0.0,0.6019764705882352,0.3854166666666667,0.114816,0.0512,2.0,0.1733333333333333,0.5472,0.06,0.16,0.08,0.09,0.5883428571428572,0.18872195121951219,0.0,0.40843636363636365,0.52,0.22,0.8775510204081632,0.13,0.52,0.2,0.1306046511627907,0.03,0.7862399999999999,0.41,0.16,0.43263999999999997,0.0844235294117647,0.11,0.07,0.7072,0.10239999999999999,0.06,0.14857142857142858,3.5789473684210527,14.43478626018309,0.10210909090909091,0.05,0.3354,0.09568,0.1456,0.0,0.07386122448979592,0.1961142857142857,0.07,0.09984,0.64896,0.14,1.1666666666666667,0.0,0.20592,0.16543255813953486,0.108,0.02,0.104,0.0,0.07389473684210525,0.21289411764705882,0.05,0.0719186440677966,1.7254901960784315,0.19665454545454544,0.15253333333333333,0.19323870967741935,0.0
2020-02-02,0.39,3.35,1.0147058823529411,1.84375,0.09,0.26,0.5568181818181818,0.77,0.32448,0.15,0.1248,0.11,0.4437333333333333,1.2857142857142858,0.09,0.42,1.3333333333333333,0.32,0.5694,0.1,0.15839999999999999,0.18,0.8241758241758241,0.29,0.38,14.43478626018309,0.37439999999999996,5.571428571428571,0.57,0.38,0.09,0.0,286.6237463146403,0.22533333333333333,0.0,0.5285647058823529,0.3958333333333333,0.21465599999999999,0.0672,2.05,0.104,0.624,0.07,0.17,0.08,0.09,0.5170285714285715,0.22829268292682928,0.0,0.3517090909090909,0.54,0.22,0.9795918367346939,0.11,0.52,0.2,0.17704186046511627,0.04,0.89856,0.4,0.19,0.48256,0.0,0.11,0.08,0.6552,0.14079999999999998,0.06,0.104,3.6842105263157894,14.43478626018309,0.09454545454545454,0.05,0.25739999999999996,0.0,0.11648,0.0,0.0,0.16937142857142856,0.07,0.094848,0.71136,0.15,1.0833333333333333,0.0,0.19032,0.08416744186046511,0.1152,0.02,0.11786666666666666,0.0,0.07717894736842106,0.21289411764705882,0.06,0.0,1.7254901960784315,0.20421818181818183,0.1456,0.2576516129032258,0.0
2020-02-09,0.38,3.15,1.0588235294117647,1.78125,0.09,0.3,0.5568181818181818,0.87,0.34944,0.15,0.18719999999999998,0.1,0.39519999999999994,1.2857142857142858,0.09,0.43,1.3125,0.31,0.5304,0.11,0.17279999999999998,0.2,0.9010989010989011,0.51,0.4,15.74703955656337,0.408,5.857142857142857,0.58,0.43,0.1,0.0,286.6237463146403,0.2634666666666667,0.0,0.5065411764705882,0.40625,0.19968,0.0608,2.0,0.1733333333333333,0.5472,0.07,0.15,0.09,0.1,0.5437714285714285,0.1521951219512195,0.0,0.36305454545454546,0.56,0.24,0.9795918367346939,0.12,0.53,0.19,0.13640930232558138,0.05,0.8735999999999999,0.4,0.27,0.52416,0.1468235294117647,0.13,0.08,0.6864,0.144,0.06,0.07428571428571429,3.736842105263158,15.74703955656337,0.08698181818181819,0.05,0.21839999999999998,0.11232,0.0,0.0,0.0,0.1426285714285714,0.08,0.0,0.76128,0.15,1.1166666666666667,0.0,0.20592,0.09287441860465116,0.1128,0.01,0.0,0.0,0.0,0.19821176470588234,0.05,0.09307118644067797,1.8431372549019607,0.2647272727272727,0.15253333333333333,0.19323870967741935,0.0870315789473684
2020-02-16,0.37,3.2,0.9705882352941176,1.9375,0.1,0.26,0.5454545454545454,0.84,0.26208,0.14,0.1768,0.1,0.52,1.3333333333333333,0.08,0.4,1.25,0.3,0.6708,0.11,0.15839999999999999,0.19,0.7692307692307693,0.27,0.4,14.43478626018309,0.336,5.857142857142857,0.55,0.36,0.1,0.0,276.2638518695328,0.12133333333333332,0.0,0.4845176470588235,0.3958333333333333,0.164736,0.064,2.15,0.15253333333333333,0.5184,0.08,0.15,0.08,0.1,0.624,0.2800390243902439,0.0,0.3403636363636363,0.48,0.24,0.9387755102040817,0.12,0.55,0.22,0.21767441860465114,0.06,0.69888,0.37,0.18,0.42432,0.0,0.13,0.07,0.6864,0.1376,0.06,0.0,3.736842105263158,14.43478626018309,0.09265454545454545,0.05,0.1482,0.07487999999999999,0.11648,0.0,0.07640816326530613,0.20057142857142857,0.07,0.0,0.58656,0.14,1.1333333333333333,0.0,0.21528,0.0899720930232558,0.09359999999999999,0.02,0.13866666666666666,0.0,0.0,0.17618823529411765,0.06,0.0,1.7843137254901962,0.27607272727272725,0.2103111111111111,0.24557419354838708,0.08867368421052631
2020-02-23,0.36,3.25,1.0441176470588236,2.03125,0.1,0.26,0.5227272727272727,0.78,0.34944,0.14,0.16293333333333332,0.11,0.39519999999999994,1.2857142857142858,0.08,0.41,1.2291666666666667,0.29,0.6083999999999999,0.11,0.1392,0.18,0.7582417582417582,0.26,0.38,13.12253296380281,0.30720000000000003,5.714285714285714,0.57,0.37,0.1,0.0,300.43693890811693,0.23573333333333332,0.0,0.5799529411764706,0.3854166666666667,0.17472,0.0608,2.0,0.18373333333333333,0.576,0.07,0.15,0.08,0.1,0.5081142857142856,0.1765463414634146,0.0,0.3517090909090909,0.47,0.23,0.9183673469387755,0.12,0.54,0.2,0.13350697674418602,0.05,0.8860799999999999,0.43,0.16,0.39936,0.09176470588235294,0.14,0.09,0.676,0.20479999999999998,0.05,0.08914285714285713,3.6842105263157894,13.12253296380281,0.08698181818181819,0.04,0.312,0.07904,0.0,0.0,0.10187755102040816,0.16937142857142856,0.08,0.0,0.5616,0.14,1.15,0.0,0.23399999999999999,0.06965581395348837,0.1152,0.01,0.06933333333333333,0.0,0.0,0.15416470588235295,0.05,0.0,1.8431372549019607,0.23825454545454544,0.1248,0.25362580645161287,0.11166315789473684
2020-03-01,0.34,3.15,0.9558823529411765,1.9375,0.09,0.25,0.5,0.73,0.37439999999999996,0.14,0.12826666666666664,0.1,0.40906666666666663,1.3333333333333333,0.08,0.39,1.1875,0.29,0.4602,0.09,0.18719999999999998,0.17,0.7582417582417582,0.25,0.39,13.12253296380281,0.34559999999999996,6.071428571428571,0.54,0.33,0.08,0.0,296.98364075974774,0.15946666666666665,0.0,0.4992,0.375,0.14975999999999998,0.0704,2.1,0.12133333333333332,0.5087999999999999,0.07,0.14,0.07,0.1,0.5616,0.14915121951219512,0.0,0.3517090909090909,0.5,0.21,0.9591836734693877,0.11,0.51,0.19,0.1073860465116279,0.06,0.79872,0.39,0.16,0.36607999999999996,0.10277647058823529,0.13,0.08,0.5616,0.1568,0.05,0.1129142857142857,3.5789473684210527,13.12253296380281,0.09454545454545454,0.04,0.23399999999999999,0.0,0.07071999999999999,0.0,0.0,0.1649142857142857,0.08,0.0,0.6864,0.14,1.1166666666666667,0.0,0.21216,0.1015813953488372,0.09359999999999999,0.02,0.06933333333333333,0.0,0.0,0.16150588235294117,0.05,0.12056949152542372,1.803921568627451,0.1890909090909091,0.104,0.20531612903225807,0.08046315789473683
