date,Basketballs,Soccer balls,Tennis rackets,Running shoes,Treadmills,Dumbbells,Yoga mats,Baseball bats,Swim goggles,Hiking boots,Camping tents,Football helmets,Bicycles,Skateboards,Ski equipment,Snowboards,Golf clubs,Cricket bats,Boxing gloves,Fishing rods,Kayaks,Canoes,Paddles,Climbing gear,Water bottles,Gym bags,Sports watches,Exercise bikes,Rowing machines,Weight benches,Resistance bands,Pull-up bars,Ellipticals,Protein powder,Running gear,Swim caps,Soccer cleats,Basketball jerseys,Fitness trackers,Hiking backpacks,Sleeping bags,Camping stoves,Headlamps,Sports sunglasses,Knee pads,Elbow pads,Ski poles,Snowshoes,Life jackets,Tennis balls,Sports uniforms,Baseball gloves,Frisbees,Lacrosse sticks,Squash rackets,Volleyballs,Scuba gear,Archery bows,Sports towels,Ankle weights,Jump ropes,Workout clothes,Fitness mats
2020-09-06,0.08,0.09,0.12,3.227272727272727,0.39,1.625,0.11,0.22,0.07,1.0129870129870129,0.2,0.21,1.0869565217391304,1.0135135135135136,0.03,0.18,2.0,0.208,0.37,0.37,0.9705882352941176,0.2,0.3939393939393939,0.1,0.8983050847457628,0.04,0.03,0.13,0.06,0.384,0.5178571428571429,0.10494545454545455,0.048,1.7407407407407407,0.1,0.02,0.5833333333333334,0.09,0.02,0.76544,0.24,0.384384,0.08,0.45759999999999995,0.36,0.07,0.02,0.08,0.24,0.24,0.40067368421052635,0.15,0.4992,0.05,0.0,0.4908799999999999,0.07,0.07,0.08210526315789474,0.12,0.67392,0.31,0.25884444444444443
2020-09-13,0.09,0.11,0.09,2.909090909090909,0.38,1.5,0.1,0.21,0.05,0.8701298701298701,0.16,0.22,1.0434782608695652,1.1486486486486487,0.03,0.17,1.6875,0.2392,0.36,0.3,0.7352941176470589,0.16,0.35353535353535354,0.1,0.8983050847457628,0.04,0.03,0.12,0.06,0.288,0.5,0.0,0.048,1.7407407407407407,0.1,0.02,0.5694444444444444,0.08,0.04,0.50752,0.21,0.33945600000000004,0.08,0.3328,0.33,0.07,0.03,0.08,0.15,0.24,0.39410526315789474,0.16,0.44247272727272724,0.04,0.0,0.44928,0.06,0.08,0.09524210526315789,0.11,0.6364799999999999,0.31,0.30044444444444446
2020-09-20,0.09,0.11,0.09,3.090909090909091,0.37,1.3333333333333333,0.09,0.19,0.04,0.948051948051948,0.15,0.17,1.0217391304347827,1.054054054054054,0.02,0.17,1.78125,0.19759999999999997,0.37,0.3,0.6764705882352942,0.13,0.3434343434343434,0.1,0.8135593220338984,0.04,0.03,0.13,0.05,0.24,0.4642857142857143,0.0,0.044800000000000006,1.7777777777777777,0.13,0.02,0.5416666666666666,0.1,0.04,0.5574399999999999,0.22,0.314496,0.08,0.312,0.34,0.07,0.03,0.09,0.13,0.22,0.4335157894736842,0.16,0.5559272727272726,0.04,0.0,0.44928,0.05,0.08,0.0,0.11,0.77376,0.31,0.21724444444444443
2020-09-27,0.09,0.1,0.1,2.909090909090909,0.38,1.25,0.1,0.19,0.04,0.974025974025974,0.14,0.18,0.9347826086956522,1.054054054054054,0.03,0.19,1.40625,0.1768,0.39,0.31,0.5882352941176471,0.12,0.32323232323232326,0.1,0.9322033898305084,0.04,0.02,0.12,0.05,0.2496,0.42857142857142855,0.0,0.041600000000000005,1.7777777777777777,0.11,0.02,0.5277777777777778,0.12,0.04,0.61568,0.22,0.314496,0.08,0.3224,0.31,0.07,0.02,0.09,0.11,0.22,0.32842105263157895,0.14,0.4197818181818182,0.03,0.0,0.31616,0.04,0.09,0.0,0.11,0.71136,0.31,0.19413333333333332
2020-10-04,0.09,0.09,0.07,2.6363636363636362,0.36,1.375,0.09,0.18,0.03,0.948051948051948,0.16,0.16,0.8913043478260869,1.054054054054054,0.03,0.22,1.34375,0.26,0.34,0.29,0.5294117647058824,0.11,0.3333333333333333,0.09,0.8983050847457628,0.04,0.03,0.11,0.04,0.2496,0.42857142857142855,0.0,0.041600000000000005,1.8148148148148149,0.12,0.01,0.4444444444444444,0.09,0.04,0.5740799999999999,0.22,0.32448,0.08,0.3224,0.32,0.07,0.03,0.09,0.11,0.21,0.3152842105263158,0.16,0.37439999999999996,0.03,0.0,0.39936,0.05,0.08,0.1248,0.12,0.71136,0.32,0.17102222222222221
2020-10-11,0.09,0.09,0.08,2.909090909090909,0.43,1.3333333333333333,0.09,0.2,0.04,1.0909090909090908,0.14,0.17,0.9130434782608695,1.0405405405405406,0.04,0.25,1.40625,0.1768,0.38,0.32,0.5294117647058824,0.11,0.35353535353535354,0.1,0.9152542372881356,0.04,0.03,0.14,0.06,0.32639999999999997,0.4642857142857143,0.0,0.041600000000000005,1.7777777777777777,0.14,0.02,0.4166666666666667,0.1,0.04,0.5657599999999999,0.24,0.29951999999999995,0.1,0.40559999999999996,0.32,0.07,0.04,0.13,0.11,0.19,0.4335157894736842,0.14,0.37439999999999996,0.02,0.0,0.35775999999999997,0.06,0.08,0.08867368421052631,0.11,0.69888,0.31,0.17102222222222221
2020-10-18,0.07,0.09,0.06,2.772727272727273,0.46,1.2916666666666667,0.08,0.2,0.03,1.051948051948052,0.13,0.19,0.8695652173913043,0.9594594594594594,0.03,0.26,1.3125,0.2704,0.4,0.26,0.5294117647058824,0.11,0.3333333333333333,0.09,0.864406779661017,0.04,0.03,0.13,0.05,0.31679999999999997,0.44642857142857145,0.0,0.054400000000000004,1.6666666666666667,0.14,0.02,0.4305555555555556,0.09,0.02,0.4908799999999999,0.23,0.29951999999999995,0.11,0.2496,0.3,0.06,0.05,0.15,0.08,0.18,0.40067368421052635,0.18,0.2496,0.03,0.11912727272727272,0.34112,0.05,0.08,0.1215157894736842,0.12,0.624,0.32,0.19413333333333332
2020-10-25,0.07,0.08,0.05,2.409090909090909,0.5,1.25,0.07,0.23,0.03,1.0909090909090908,0.11,0.17,0.782608695652174,0.8648648648648649,0.05,0.31,1.21875,0.22879999999999998,0.39,0.24,0.4411764705882353,0.09,0.31313131313131315,0.09,0.7627118644067796,0.04,0.03,0.13,0.05,0.2304,0.39285714285714285,0.0,0.0512,1.5185185185185186,0.17,0.02,0.3472222222222222,0.11,0.04,0.43263999999999997,0.24,0.27456,0.09,0.2808,0.28,0.06,0.04,0.18,0.07,0.17,0.32185263157894733,0.16,0.21556363636363635,0.03,0.0,0.2912,0.05,0.08,0.0,0.1,0.624,0.33,0.18488888888888888
2020-11-01,0.07,0.08,0.06,2.1818181818181817,0.41,1.0,0.07,0.14,0.03,0.8181818181818182,0.1,0.12,0.6521739130434783,0.7837837837837838,0.03,0.23,1.0,0.156,0.31,0.21,0.35294117647058826,0.08,0.2828282828282828,0.08,0.6610169491525424,0.05,0.02,0.12,0.05,0.2784,0.3392857142857143,0.0,0.0384,1.2962962962962963,0.13,0.01,0.2916666666666667,0.07,0.02,0.44928,0.19,0.264576,0.08,0.3224,0.24,0.05,0.04,0.13,0.06,0.16,0.2167578947368421,0.11,0.28363636363636363,0.03,0.0,0.21631999999999998,0.03,0.06,0.0,0.09,0.43679999999999997,0.23,0.0
2020-11-08,0.08,0.1,0.06,2.8181818181818183,0.51,1.375,0.09,0.16,0.03,1.0649350649350648,0.1,0.17,0.7608695652173914,0.9864864864864865,0.04,0.36,1.25,0.19759999999999997,0.36,0.25,0.4411764705882353,0.1,0.3434343434343434,0.11,0.7966101694915254,0.06,0.03,0.14,0.06,0.3552,0.42857142857142855,0.0,0.048,1.5555555555555556,0.14,0.02,0.3472222222222222,0.09,0.02,0.46592,0.25,0.33945600000000004,0.1,0.3536,0.32,0.06,0.06,0.23,0.07,0.18,0.32185263157894733,0.15,0.32901818181818177,0.03,0.0,0.34112,0.05,0.09,0.0,0.12,0.5990399999999999,0.33,0.1895111111111111
2020-11-15,0.08,0.09,0.06,3.0,0.64,1.875,0.09,0.15,0.04,1.077922077922078,0.1,0.16,0.8260869565217391,0.9864864864864865,0.05,0.4,1.375,0.19759999999999997,0.42,0.26,0.38235294117647056,0.09,0.3939393939393939,0.1,0.7627118644067796,0.05,0.04,0.16,0.08,0.4512,0.4642857142857143,0.0,0.0736,1.4814814814814814,0.18,0.02,0.3333333333333333,0.1,0.04,0.5824,0.26,0.23462399999999997,0.11,0.3328,0.3,0.07,0.07,0.27,0.08,0.17,0.39410526315789474,0.13,0.3857454545454545,0.02,0.0,0.34112,0.05,0.09,0.0,0.11,0.52416,0.34,0.12942222222222222
2020-11-22,0.11,0.11,0.07,3.8181818181818183,0.72,2.0,0.11,0.19,0.04,1.2987012987012987,0.12,0.17,0.9347826086956522,1.2702702702702702,0.06,0.48,1.625,0.1768,0.47,0.33,0.6176470588235294,0.08,0.4444444444444444,0.13,0.7627118644067796,0.06,0.05,0.2,0.1,0.576,0.5,0.0,0.0768,1.2592592592592593,0.19,0.02,0.3472222222222222,0.13,0.06,0.7903999999999999,0.32,0.309504,0.11,0.45759999999999995,0.34,0.07,0.1,0.36,0.11,0.18,0.3087157894736842,0.17,0.3176727272727273,0.03,0.0,0.22464,0.05,0.1,0.0,0.13,0.5116799999999999,0.41,0.2958222222222222
2020-11-29,0.1,0.11,0.06,3.5,0.69,1.9583333333333333,0.12,0.15,0.04,1.2467532467532467,0.11,0.15,0.8478260869565217,1.1216216216216217,0.07,0.47,1.375,0.104,0.57,0.33,0.5,0.08,0.4444444444444444,0.12,0.8305084745762712,0.07,0.04,0.18,0.08,0.5856,0.5357142857142857,0.0,0.0768,1.4444444444444444,0.23,0.02,0.3333333333333333,0.13,0.04,0.5824,0.32,0.27456,0.11,0.4992,0.33,0.08,0.1,0.37,0.1,0.2,0.3349894736842105,0.17,0.3176727272727273,0.03,0.0,0.31616,0.06,0.08,0.0,0.13,0.82368,0.41,0.18488888888888888
2020-12-06,0.11,0.11,0.07,3.1818181818181817,0.58,1.7916666666666667,0.12,0.14,0.04,1.051948051948052,0.1,0.17,0.9347826086956522,1.1756756756756757,0.07,0.49,1.25,0.208,0.58,0.3,0.4411764705882353,0.08,0.42424242424242425,0.11,0.9152542372881356,0.06,0.04,0.15,0.06,0.4992,0.5357142857142857,0.0,0.0512,1.3703703703703705,0.22,0.02,0.3194444444444444,0.12,0.04,0.54912,0.28,0.344448,0.11,0.3016,0.32,0.07,0.1,0.37,0.1,0.2,0.32842105263157895,0.15,0.32901818181818177,0.03,0.09785454545454544,0.19136,0.05,0.06,0.09852631578947368,0.13,0.7862399999999999,0.39,0.24497777777777777
2020-12-13,0.1,0.1,0.07,3.1818181818181817,0.56,1.5833333333333333,0.1,0.14,0.04,1.0389610389610389,0.08,0.15,0.8260869565217391,1.0,0.1,0.64,1.15625,0.19759999999999997,0.51,0.31,0.4411764705882353,0.08,0.42424242424242425,0.1,0.7966101694915254,0.05,0.04,0.14,0.06,0.44159999999999994,0.48214285714285715,0.0,0.0512,1.3333333333333333,0.17,0.02,0.2916666666666667,0.11,0.04,0.4908799999999999,0.25,0.36441599999999996,0.11,0.43679999999999997,0.33,0.07,0.13,0.56,0.09,0.19,0.32842105263157895,0.12,0.28363636363636363,0.03,0.0,0.30784,0.06,0.07,0.0,0.12,0.64896,0.34,0.22648888888888888
2020-12-20,0.08,0.06,0.06,2.8181818181818183,0.55,1.4583333333333333,0.07,0.09,0.04,1.051948051948052,0.08,0.12,0.8043478260869565,1.054054054054054,0.12,0.7,1.21875,0.156,0.51,0.31,0.4411764705882353,0.07,0.41414141414141414,0.1,0.6610169491525424,0.05,0.03,0.14,0.07,0.5087999999999999,0.44642857142857145,0.0,0.0576,1.1481481481481481,0.13,0.01,0.2361111111111111,0.09,0.04,0.44095999999999996,0.2,0.21465599999999999,0.1,0.3848,0.28,0.07,0.13,0.54,0.08,0.18,0.1839157894736842,0.09,0.28363636363636363,0.02,0.0,0.21631999999999998,0.06,0.07,0.0,0.1,0.46176,0.27,0.20337777777777777
2020-12-27,0.06,0.05,0.05,3.590909090909091,0.89,1.75,0.09,0.09,0.03,1.2857142857142858,0.1,0.25,0.8260869565217391,0.8918918918918919,0.16,0.8,1.25,0.208,0.43,0.36,0.5,0.1,0.42424242424242425,0.11,0.8135593220338984,0.05,0.03,0.23,0.11,0.336,0.6071428571428571,0.0,0.0928,2.037037037037037,0.14,0.02,0.25,0.09,0.04,0.5158400000000001,0.2,0.334464,0.09,0.2704,0.26,0.06,0.16,0.65,0.09,0.17,0.2496,0.09,0.3176727272727273,0.02,0.0,0.1248,0.06,0.07,0.0,0.15,0.53664,0.39,0.3328
2021-01-03,0.07,0.05,0.05,3.272727272727273,0.77,1.9583333333333333,0.11,0.13,0.04,0.987012987012987,0.11,0.11,0.6956521739130435,0.7432432432432432,0.13,0.8,1.09375,0.1248,0.44,0.31,0.4411764705882353,0.09,0.3333333333333333,0.1,0.9152542372881356,0.05,0.03,0.19,0.08,0.3552,0.6785714285714286,0.0,0.0736,2.7777777777777777,0.12,0.02,0.3194444444444444,0.09,0.04,0.47423999999999994,0.16,0.20467199999999997,0.09,0.2704,0.28,0.05,0.14,0.47,0.08,0.15,0.3087157894736842,0.1,0.18152727272727273,0.02,0.0,0.19136,0.06,0.07,0.0,0.14,0.7238399999999999,0.41,0.23573333333333332
2021-01-10,0.08,0.07,0.05,3.227272727272727,0.6,1.8333333333333333,0.11,0.14,0.04,0.987012987012987,0.09,0.18,0.7608695652173914,0.7837837837837838,0.12,0.69,1.09375,0.21839999999999998,0.41,0.29,0.47058823529411764,0.09,0.3333333333333333,0.1,0.9152542372881356,0.04,0.03,0.18,0.08,0.4032,0.6428571428571429,0.0,0.0576,2.6296296296296298,0.11,0.01,0.4166666666666667,0.08,0.04,0.46592,0.18,0.414336,0.08,0.3328,0.3,0.05,0.13,0.34,0.08,0.15,0.32185263157894733,0.12,0.20421818181818183,0.02,0.0,0.208,0.06,0.06,0.0,0.15,0.73632,0.38,0.23573333333333332
2021-01-17,0.08,0.07,0.05,3.1363636363636362,0.6,1.75,0.09,0.16,0.04,0.987012987012987,0.1,0.1,0.717391304347826,0.7837837837837838,0.12,0.67,1.15625,0.1664,0.4,0.3,0.47058823529411764,0.08,0.3333333333333333,0.11,0.847457627118644,0.05,0.03,0.17,0.06,0.32639999999999997,0.5892857142857143,0.0,0.0608,2.5555555555555554,0.12,0.02,0.3472222222222222,0.09,0.04,0.46592,0.16,0.27456,0.08,0.2496,0.29,0.05,0.15,0.31,0.08,0.16,0.26273684210526316,0.12,0.2722909090909091,0.03,0.0,0.1664,0.07,0.06,0.09524210526315789,0.15,0.86112,0.41,0.2680888888888889
2021-01-24,0.08,0.07,0.05,2.8636363636363638,0.58,1.5833333333333333,0.1,0.16,0.04,0.8831168831168831,0.11,0.11,0.7608695652173914,0.7297297297297297,0.1,0.66,1.0,0.21839999999999998,0.41,0.31,0.47058823529411764,0.09,0.36363636363636365,0.09,0.9661016949152542,0.05,0.03,0.16,0.07,0.288,0.5535714285714286,0.0,0.048,2.5925925925925926,0.11,0.02,0.3888888888888889,0.09,0.04,0.48256,0.17,0.21964799999999998,0.07,0.3432,0.29,0.05,0.13,0.38,0.08,0.17,0.3415578947368421,0.13,0.2722909090909091,0.02,0.0,0.23296,0.05,0.06,0.0,0.12,0.76128,0.43,0.19413333333333332
2021-01-31,0.08,0.07,0.06,2.8181818181818183,0.57,1.5,0.09,0.18,0.04,0.922077922077922,0.1,0.1,0.8695652173913043,0.7297297297297297,0.1,0.78,1.21875,0.156,0.4,0.3,0.5,0.09,0.40404040404040403,0.1,0.8983050847457628,0.05,0.03,0.14,0.06,0.30720000000000003,0.5357142857142857,0.0,0.048,2.4074074074074074,0.1,0.02,0.4444444444444444,0.1,0.04,0.5158400000000001,0.16,0.264576,0.08,0.312,0.3,0.05,0.13,0.56,0.1,0.17,0.35469473684210523,0.14,0.2496,0.04,0.0,0.25792000000000004,0.06,0.06,0.0,0.13,0.69888,0.39,0.25422222222222224
2021-02-07,0.08,0.06,0.06,2.8636363636363638,0.53,1.375,0.09,0.17,0.04,0.974025974025974,0.1,0.1,0.7391304347826086,0.7027027027027027,0.11,0.64,1.125,0.2496,0.35,0.3,0.47058823529411764,0.1,0.37373737373737376,0.09,0.847457627118644,0.05,0.03,0.13,0.05,0.2112,0.5178571428571429,0.0,0.0512,2.3333333333333335,0.09,0.02,0.4305555555555556,0.1,0.02,0.4908799999999999,0.18,0.26956800000000003,0.07,0.364,0.28,0.05,0.11,0.5,0.1,0.16,0.295578947368421,0.14,0.3176727272727273,0.03,0.0,0.1664,0.06,0.05,0.08538947368421053,0.12,0.7487999999999999,0.34,0.10168888888888888
2021-02-14,0.07,0.06,0.06,2.772727272727273,0.51,1.375,0.09,0.2,0.04,0.8961038961038961,0.11,0.09,0.7608695652173914,0.6891891891891891,0.11,0.66,1.125,0.156,0.32,0.32,0.5294117647058824,0.1,0.36363636363636365,0.09,0.9152542372881356,0.04,0.03,0.14,0.06,0.288,0.5,0.0,0.048,2.259259259259259,0.09,0.02,0.4444444444444444,0.08,0.04,0.54912,0.19,0.464256,0.06,0.2912,0.24,0.05,0.12,0.53,0.09,0.18,0.2496,0.15,0.2496,0.03,0.0,0.19968,0.07,0.06,0.0,0.11,0.67392,0.33,0.18026666666666666
2021-02-21,0.09,0.08,0.07,3.1363636363636362,0.51,1.2916666666666667,0.08,0.24,0.05,0.961038961038961,0.14,0.1,0.8043478260869565,0.7567567567567568,0.09,0.56,1.34375,0.22879999999999998,0.38,0.3,0.6470588235294118,0.11,0.36363636363636365,0.11,1.0338983050847457,0.05,0.03,0.14,0.06,0.2016,0.5,0.0,0.054400000000000004,2.4814814814814814,0.08,0.02,0.5694444444444444,0.11,0.04,0.5158400000000001,0.18,0.43430399999999997,0.08,0.4472,0.32,0.05,0.11,0.36,0.12,0.18,0.3875368421052631,0.17,0.4538181818181818,0.04,0.0,0.23296,0.06,0.05,0.0,0.12,0.76128,0.36,0.16177777777777777
2021-02-28,0.1,0.08,0.09,3.590909090909091,0.41,1.4166666666666667,0.09,0.29,0.06,0.961038961038961,0.15,0.1,0.9130434782608695,0.7567567567567568,0.06,0.37,1.5625,0.22879999999999998,0.38,0.34,0.8235294117647058,0.11,0.37373737373737376,0.1,0.9661016949152542,0.05,0.03,0.14,0.05,0.41279999999999994,0.5178571428571429,0.0,0.041600000000000005,2.5185185185185186,0.08,0.02,0.6805555555555556,0.12,0.04,0.624,0.18,0.36940799999999996,0.07,0.40559999999999996,0.35,0.07,0.08,0.16,0.15,0.2,0.44665263157894736,0.21,0.40843636363636365,0.05,0.0,0.29951999999999995,0.08,0.05,0.09524210526315789,0.14,0.73632,0.38,0.1895111111111111
2021-03-07,0.11,0.09,0.09,3.727272727272727,0.39,1.2916666666666667,0.08,0.28,0.06,0.961038961038961,0.16,0.09,1.065217391304348,0.8108108108108109,0.04,0.3,1.6875,0.1352,0.37,0.35,0.8823529411764706,0.13,0.37373737373737376,0.1,0.8983050847457628,0.04,0.03,0.12,0.04,0.2784,0.48214285714285715,0.0,0.0352,2.3333333333333335,0.07,0.02,0.7361111111111112,0.13,0.04,0.67392,0.18,0.21465599999999999,0.08,0.40559999999999996,0.35,0.07,0.07,0.12,0.16,0.19,0.545178947368421,0.23,0.4197818181818182,0.06,0.0,0.37439999999999996,0.07,0.05,0.10837894736842105,0.12,0.9484799999999999,0.35,0.13404444444444444
2021-03-14,0.11,0.09,0.07,3.727272727272727,0.41,1.3333333333333333,0.08,0.31,0.06,0.974025974025974,0.18,0.07,1.0434782608695652,0.8378378378378378,0.04,0.27,1.84375,0.2392,0.37,0.37,1.0588235294117647,0.13,0.3939393939393939,0.1,0.8983050847457628,0.05,0.03,0.13,0.05,0.36479999999999996,0.44642857142857145,0.0,0.048,2.2962962962962963,0.08,0.03,0.7083333333333334,0.13,0.02,0.6073599999999999,0.18,0.2496,0.08,0.46799999999999997,0.35,0.07,0.06,0.11,0.18,0.18,0.32842105263157895,0.21,0.5218909090909091,0.05,0.0,0.31616,0.07,0.06,0.10181052631578946,0.12,0.84864,0.37,0.19413333333333332
2021-03-21,0.11,0.1,0.08,3.8636363636363638,0.33,1.25,0.08,0.3,0.06,0.961038961038961,0.19,0.08,1.173913043478261,0.7297297297297297,0.03,0.24,1.9375,0.2496,0.35,0.35,1.1176470588235294,0.14,0.42424242424242425,0.1,0.9152542372881356,0.06,0.03,0.12,0.05,0.2784,0.4642857142857143,0.0,0.041600000000000005,2.4444444444444446,0.09,0.03,0.7777777777777778,0.16,0.04,0.54912,0.2,0.334464,0.07,0.6032,0.34,0.07,0.05,0.08,0.2,0.2,0.38096842105263157,0.23,0.39709090909090905,0.06,0.0,0.32448,0.06,0.05,0.0,0.12,0.82368,0.37,0.15715555555555555
2021-03-28,0.11,0.09,0.09,3.6818181818181817,0.3,1.1666666666666667,0.08,0.33,0.06,0.8961038961038961,0.19,0.07,1.0869565217391304,0.8108108108108109,0.02,0.18,2.03125,0.21839999999999998,0.35,0.37,1.0,0.15,0.3838383838383838,0.1,1.0,0.06,0.02,0.1,0.04,0.2592,0.44642857142857145,0.0,0.0352,2.2962962962962963,0.07,0.03,0.75,0.13,0.04,0.7072,0.18,0.279552,0.07,0.6344,0.34,0.08,0.04,0.06,0.19,0.19,0.2430315789473684,0.24,0.4311272727272727,0.06,0.09076363636363637,0.32448,0.06,0.04,0.10181052631578946,0.12,0.84864,0.36,0.19875555555555555
2021-04-04,0.11,0.09,0.08,3.8636363636363638,0.32,1.125,0.08,0.31,0.05,0.922077922077922,0.22,0.07,1.2608695652173914,0.8918918918918919,0.03,0.14,2.46875,0.3224,0.35,0.37,1.0588235294117647,0.15,0.42424242424242425,0.1,0.9322033898305084,0.05,0.02,0.11,0.04,0.22079999999999997,0.44642857142857145,0.0,0.0384,2.3333333333333335,0.08,0.03,0.7777777777777778,0.11,0.04,0.64896,0.18,0.32448,0.07,0.6864,0.36,0.07,0.04,0.05,0.21,0.21,0.2890105263157895,0.25,0.46516363636363633,0.06,0.0,0.36607999999999996,0.07,0.04,0.0,0.11,0.8111999999999999,0.37,0.19413333333333332
2021-04-11,0.08,0.09,0.09,3.727272727272727,0.29,1.125,0.08,0.34,0.06,0.9090909090909091,0.19,0.08,1.0217391304347827,0.7837837837837838,0.02,0.12,2.53125,0.18719999999999998,0.36,0.38,1.1470588235294117,0.15,0.37373737373737376,0.09,0.9322033898305084,0.07,0.03,0.1,0.05,0.22079999999999997,0.42857142857142855,0.0,0.0352,2.4074074074074074,0.08,0.03,0.7638888888888888,0.12,0.04,0.69888,0.19,0.26956800000000003,0.07,0.6968,0.37,0.08,0.03,0.05,0.23,0.2,0.42694736842105263,0.29,0.46516363636363633,0.06,0.0,0.35775999999999997,0.06,0.04,0.0,0.12,0.77376,0.36,0.18026666666666666
2021-04-18,0.08,0.09,0.09,3.5454545454545454,0.3,1.0833333333333333,0.09,0.36,0.06,0.8701298701298701,0.2,0.08,1.0869565217391304,0.8108108108108109,0.01,0.1,2.3125,0.2808,0.4,0.37,1.0294117647058822,0.15,0.42424242424242425,0.1,0.9322033898305084,0.06,0.02,0.1,0.04,0.2592,0.42857142857142855,0.0,0.0352,2.3333333333333335,0.08,0.02,0.6944444444444444,0.11,0.04,0.7238399999999999,0.2,0.264576,0.07,0.6136,0.37,0.07,0.02,0.04,0.2,0.2,0.37439999999999996,0.3,0.4992,0.07,0.0,0.34944,0.06,0.04,0.0,0.11,0.92352,0.36,0.15715555555555555
2021-04-25,0.08,0.1,0.08,3.5,0.25,1.0416666666666667,0.08,0.36,0.05,0.8441558441558441,0.2,0.09,1.0869565217391304,0.7837837837837838,0.02,0.08,2.125,0.2392,0.42,0.34,1.0588235294117647,0.15,0.4444444444444444,0.09,1.0508474576271187,0.06,0.03,0.09,0.05,0.22079999999999997,0.42857142857142855,0.0,0.032,2.2222222222222223,0.08,0.03,0.6388888888888888,0.1,0.04,0.6656,0.2,0.23462399999999997,0.06,0.7696,0.35,0.07,0.02,0.04,0.23,0.22,0.36126315789473684,0.29,0.4311272727272727,0.07,0.0,0.2912,0.06,0.05,0.0,0.11,0.79872,0.34,0.1479111111111111
2021-05-02,0.09,0.1,0.08,3.5,0.36,1.2083333333333333,0.08,0.35,0.07,0.8311688311688312,0.21,0.09,1.0434782608695652,0.8243243243243243,0.02,0.11,1.9375,0.18719999999999998,0.41,0.37,1.0588235294117647,0.16,0.7878787878787878,0.09,1.0,0.06,0.04,0.09,0.04,0.2688,0.4107142857142857,0.0,0.032,2.1481481481481484,0.08,0.04,0.5833333333333334,0.09,0.04,0.52416,0.18,0.39936,0.06,0.6344,0.34,0.07,0.02,0.04,0.24,0.21,0.420378947368421,0.3,0.4311272727272727,0.06,0.0,0.38272,0.07,0.04,0.08867368421052631,0.12,0.8111999999999999,0.35,0.2496
2021-05-09,0.09,0.09,0.08,3.4545454545454546,0.29,1.0,0.08,0.36,0.06,0.7662337662337663,0.22,0.09,1.0,0.7702702702702703,0.02,0.07,2.15625,0.2392,0.47,0.37,1.088235294117647,0.16,0.41414141414141414,0.08,0.9661016949152542,0.04,0.03,0.09,0.03,0.16319999999999998,0.375,0.0,0.0256,2.2222222222222223,0.07,0.02,0.5694444444444444,0.1,0.02,0.5657599999999999,0.21,0.35942399999999997,0.06,0.6968,0.32,0.06,0.02,0.03,0.23,0.2,0.2824421052631579,0.28,0.5899636363636364,0.07,0.0,0.29951999999999995,0.07,0.04,0.0,0.11,0.7487999999999999,0.32,0.17564444444444444
2021-05-16,0.09,0.1,0.09,3.409090909090909,0.23,1.0416666666666667,0.09,0.37,0.08,0.922077922077922,0.24,0.09,1.1521739130434783,0.7567567567567568,0.01,0.07,2.25,0.1768,0.44,0.37,1.2647058823529411,0.19,0.42424242424242425,0.09,1.0508474576271187,0.05,0.03,0.08,0.04,0.3552,0.4107142857142857,0.0,0.0288,2.3333333333333335,0.08,0.04,0.5694444444444444,0.12,0.04,0.67392,0.22,0.37439999999999996,0.06,0.676,0.35,0.07,0.02,0.04,0.32,0.21,0.3087157894736842,0.3,0.6126545454545455,0.07,0.0,0.28287999999999996,0.08,0.04,0.13465263157894736,0.12,0.7487999999999999,0.33,0.13866666666666666
2021-05-23,0.11,0.1,0.09,3.5,0.22,1.0416666666666667,0.08,0.38,0.11,0.8571428571428571,0.3,0.07,0.8695652173913043,0.7567567567567568,0.02,0.08,2.75,0.2704,0.43,0.38,1.2647058823529411,0.2,0.41414141414141414,0.09,1.0677966101694916,0.07,0.03,0.08,0.04,0.22079999999999997,0.375,0.0,0.0288,2.5555555555555554,0.08,0.05,0.5416666666666666,0.12,0.02,0.7155199999999999,0.23,0.379392,0.06,0.6448,0.31,0.06,0.02,0.05,0.38,0.21,0.3349894736842105,0.29,0.7034181818181818,0.07,0.0,0.31616,0.07,0.04,0.11823157894736841,0.11,0.7238399999999999,0.34,0.18488888888888888
2021-05-30,0.1,0.1,0.09,3.5454545454545454,0.23,1.0,0.09,0.38,0.12,0.8961038961038961,0.27,0.08,1.0217391304347827,0.7702702702702703,0.02,0.08,2.375,0.18719999999999998,0.49,0.43,1.6470588235294117,0.2,0.42424242424242425,0.1,1.0508474576271187,0.06,0.03,0.07,0.04,0.2592,0.39285714285714285,0.0,0.032,2.2962962962962963,0.08,0.06,0.5972222222222222,0.14,0.02,0.67392,0.23,0.419328,0.06,0.6032,0.34,0.06,0.02,0.04,0.4,0.21,0.40067368421052635,0.3,0.5559272727272726,0.06,0.0,0.35775999999999997,0.08,0.04,0.0,0.11,0.64896,0.33,0.19413333333333332
