date,computer,phone,tablet
2024-10-13,73.73973,367.60623,20.666517
2024-10-20,73.43071,361.62668,20.330578
2024-10-27,73.48924,361.67032,20.644066
2024-11-03,72.98123,358.06076,20.574966
2024-11-10,72.97348,358.07236,20.77438
2024-11-17,72.65518,354.67047,20.736675
2024-11-24,72.48949,353.96606,20.892527
2024-12-01,72.228905,351.60544,20.913256
2024-12-08,72.038315,350.11716,21.014414
2024-12-15,71.78999,348.06985,21.064981
